const,country,rated,awards,is_adult
tt0075290,Mexico,R,1 nomination total,
tt0075302,Denmark,,,1
tt0075340,Italy,14,,
tt0075352,Italy,,,
tt0075364,"France, Italy",X,1 win & 5 nominations,
tt0075375,Italy,Approved,,
tt0075381,Sweden,,,1
tt0075383,"Italy, Spain",,,
tt0075390,France,,,1
tt0075432,United States,PG,,
tt0075461,West Germany,,,
tt0075619,"Austria, West Germany, Italy",,,
tt0075642,Denmark,,,1
tt0075643,Denmark,X,,1
tt0075665,Italy,,1 nomination,
tt0075692,Italy,Approved,,
tt0075722,Italy,,,
tt0075738,Italy,Approved,,
tt0075759,Greece,,,
tt0075766,Italy,R,,
tt0075793,Italy,,10 wins & 2 nominations total,
tt0075796,"Italy, Spain",,,
tt0075815,Italy,,,
tt0075834,"Italy, Spain",,,
tt0075901,Mexico,PG-13,,
tt0075922,Canada,R,3 wins,
tt0075925,"United Kingdom, United States",PG,Nominated for 1 Oscar. 4 nominations total,
tt0075940,Italy,,,
tt0075972,Italy,,,
tt0075984,Italy,R,,
tt0075998,"Spain, Italy",,,
tt0076006,France,,,1
tt0076009,United States,R,3 nominations total,
tt0076068,Italy,R,,
tt0076083,Italy,,,
tt0076101,Italy,PG,1 win total,
tt0076145,United States,PG,,
tt0076164,Hong Kong,PG-13,,
tt0076197,France,X,,1
tt0076198,United States,X,,1
tt0076205,Spain,,,
tt0076261,"United States, Israel",R,,
tt0076387,Italy,,,
tt0076487,United States,X,,1
tt0076534,United States,R,,
tt0076535,"United Kingdom, United States",PG,,
tt0076544,"Italy, West Germany",,1 win total,
tt0076554,"Italy, Austria",R,,
tt0076585,Italy,,,
tt0076649,Italy,,,
tt0076666,United States,R,Nominated for 1 Oscar. 6 wins & 14 nominations total,
tt0076709,"Hong Kong, South Korea",R,,
tt0076716,United Kingdom,G,1 win & 4 nominations total,
tt0076777,"Italy, France",,,
tt0076786,Italy,R,1 win & 4 nominations total,
tt0076801,Italy,,,
tt0076825,Mexico,R,,
tt0076833,Italy,,,
tt0076836,"France, Spain",,,
tt0076839,Italy,,,
tt0076873,Italy,,,
tt0076888,Spain,,,
tt0076895,"Italy, France",,,
tt0076915,United States,PG,,
tt0076937,"Italy, Canada",,,
tt0077130,Italy,,,
tt0077206,Italy,,,
tt0077210,United States,PG,,
tt0077225,"Spain, Mexico, Italy",,,
tt0077252,Italy,TV-PG,,1
tt0077319,Italy,PG,,
tt0077327,"Italy, Spain",R,,
tt0077332,"United Kingdom, Italy",R,1 nomination,
tt0077357,United Kingdom,R,1 win,
tt0077363,Italy,Approved,,
tt0077367,Spain,,,1
tt0077376,"Italy, Greece",R,,
tt0077381,"United Kingdom, United States",PG,,
tt0077385,"Spain, Belgium",,,
tt0077470,"United States, United Kingdom",R,,
tt0077519,Italy,,,
tt0077520,Italy,R,,
tt0077585,United States,X,,1
tt0077611,Italy,,,
tt0077630,United States,PG,,
tt0077640,Italy,,,
tt0077748,"Italy, Spain, West Germany",,,
tt0077850,Hong Kong,PG,,
tt0077904,United States,PG,3 nominations,
tt0077930,Italy,,,
tt0077940,Italy,,,
tt0077958,"Spain, Italy",,,
tt0077979,"France, West Germany",,,
tt0078001,"Mexico, Italy, Spain",,,
tt0078072,United States,X,1 win,1
tt0078206,Italy,,,
tt0078267,"Spain, Italy",,,
tt0078290,"Italy, France",,,
tt0078302,France,,,1
tt0078312,Italy,,,
tt0078336,Italy,,,
tt0078344,Italy,16+,,
tt0078398,Canada,R,,
tt0078408,Italy,,,
tt0078417,"Mexico, Italy",G,,
tt0078474,United Kingdom,PG,,
tt0078499,West Germany,,,
tt0078527,Italy,,,
tt0078770,Italy,,1 win,
tt0078821,United States,X,3 wins total,1
tt0078910,Hong Kong,,,
tt0078925,"Italy, Spain, Mexico",,,
tt0078926,"Italy, France",,1 win,
tt0078929,Italy,,,1
tt0078975,United States,R,1 nomination,
tt0079065,Italy,,,
tt0079076,Hong Kong,R,,
tt0079250,France,,1 win,
tt0079311,Hong Kong,R,,
tt0079315,"Hong Kong, South Korea",R,,
tt0079349,Italy,14,,
tt0079351,"Italy, West Germany",,2 wins & 1 nomination total,
tt0079385,Italy,,,1
tt0079599,United States,X,,1
tt0079611,Italy,,,
tt0079612,Italy,,,
tt0079718,Italy,,1 nomination total,
tt0079796,France,X,,1
tt0079803,Taiwan,,,
tt0079837,"Italy, Spain",,,
tt0079844,United States,PG,Nominated for 3 Primetime Emmys. 4 nominations total,
tt0079859,Italy,,1 win total,
tt0079903,Hong Kong,,,
tt0079913,United States,X,,1
tt0079943,"Italy, United States",,,
tt0079946,"Italy, United States",PG,1 nomination,
tt0079971,Spain,,,
tt0079975,United States,X,2 wins,1
tt0080085,Italy,,,
tt0080139,United States,R,,
tt0080181,West Germany,,,
tt0080339,United States,PG,Nominated for 1 BAFTA Award3 wins & 7 nominations total,
tt0080362,Italy,R,,
tt0080379,"Italy, Spain",R,,
tt0080393,Italy,,,
tt0080449,Italy,,,
tt0080452,Italy,,,1
tt0080465,"United States, Mexico",PG,,
tt0080475,"Hong Kong, Malaysia",,,
tt0080488,Italy,,3 wins,
tt0080598,"Italy, Spain",,,
tt0080640,"Italy, Spain",,,
tt0080660,West Germany,,,
tt0080729,Italy,,,
tt0080745,"United Kingdom, United States, Netherlands, Italy",PG,Nominated for 3 BAFTA 2 wins & 14 nominations total,
tt0080749,United States,R,1 win & 3 nominations total,
tt0080822,Sweden,,,
tt0080916,France,R,,
tt0080931,"Italy, Spain, Mexico",R,,
tt0080999,"South Africa, United States",PG,,
tt0081071,United States,R,1 win & 1 nomination total,
tt0081089,"Italy, France",,,
tt0081146,Spain,G,,
tt0081216,"Taiwan, Hong Kong",,,
tt0081260,United States,X,,1
tt0081296,"Italy, West Germany",,,
tt0081297,Italy,Approved,,
tt0081303,Italy,,,
tt0081314,Italy,14,,
tt0081383,Canada,R,2 nominations total,
tt0081471,Switzerland,X,,
tt0081481,"Italy, France",,,1
tt0081509,Italy,,,
tt0081539,"Hong Kong, United States, Taiwan",R,,
tt0081571,"Italy, France",,,1
tt0081596,United States,X,8 wins,1
tt0081614,"France, West Germany",R,,
tt0081693,"Italy, West Germany, United States, United Kingdom",,1 nomination,
tt0081727,"Italy, Dominican Republic",14,,1
tt0081800,Italy,,,
tt0082010,"United Kingdom, United States",R,Won 1 Oscar. 3 wins & 4 nominations total,
tt0082033,Italy,,,
tt0082034,Italy,,,
tt0082037,West Germany,,,1
tt0082045,"Italy, West Germany",,,
tt0082070,United States,PG,,
tt0082100,France,PG,,
tt0082107,"Hong Kong, France, Greece",R,,
tt0082137,Italy,,,
tt0082186,"United Kingdom, United States",PG,2 wins & 6 nominations total,
tt0082198,"United States, Mexico",R,2 wins & 10 nominations total,
tt0082242,United States,R,2 nominations total,
tt0082250,United States,R,2 nominations total,
tt0082332,United States,R,,
tt0082340,"United Kingdom, United States",R,6 nominations total,
tt0082348,"United Kingdom, United States",PG,Nominated for 1 Oscar. 2 wins & 11 nominations total,
tt0082356,"Yugoslavia, West Germany",,1 win,
tt0082398,"United Kingdom, United States",PG,Nominated for 1 Oscar. 2 wins & 9 nominations total,
tt0082399,United States,R,,
tt0082407,Italy,,,
tt0082451,Italy,,,
tt0082455,Italy,,,
tt0082495,United States,R,1 win & 3 nominations total,
tt0082498,Canada,R,3 nominations,
tt0082506,Canada,R,3 wins & 9 nominations,
tt0082533,United States,R,2 wins & 3 nominations total,
tt0082673,"Taiwan, Hong Kong",PG,,
tt0082694,Australia,R,8 wins & 12 nominations total,
tt0082707,United States,X,,1
tt0082714,"Italy, France",,9 wins & 7 nominations,
tt0082742,Italy,,,
tt0082801,United States,R,2 nominations,
tt0082817,United States,R,,
tt0082830,"Italy, France",,3 nominations,
tt0082834,Italy,,3 wins & 4 nominations,
tt0082846,United States,PG,Won 3 Oscars. 15 wins & 24 nominations total,
tt0082854,Italy,,,
tt0082879,United States,X,1 win,1
tt0082880,Italy,,,
tt0082907,United States,X,,1
tt0082910,"Netherlands, Italy, United States",R,1 nomination,
tt0082948,United States,R,1 nomination,
tt0082966,Italy,,1 nomination,
tt0083001,United States,PG,,
tt0083017,Italy,18,,
tt0083170,United States,Approved,2 wins & 10 nominations,
tt0083205,Italy,TV-PG,,
tt0083232,United States,R,2 wins & 2 nominations,
tt0083233,Taiwan,,,
tt0083366,"United States, Mexico",PG,3 wins & 2 nominations,
tt0083574,"Italy, France",R,1 win,
tt0083606,United States,X,1 nomination,1
tt0083630,"West Germany, United States",PG,1 win & 2 nominations total,
tt0083680,Italy,,9 wins & 4 nominations total,
tt0083726,"United States, Japan",R,,
tt0083944,United States,R,1 win & 4 nominations total,
tt0084007,Italy,,,
tt0084021,United States,PG,3 nominations total,
tt0084036,"Italy, France",,,
tt0084079,Italy,,,
tt0084104,Italy,TV-PG,,
tt0084222,"Mexico, Soviet Union, Italy",,1 win & 1 nomination,
tt0084418,"Italy, Spain",,,
tt0084424,"Italy, United States",R,,
tt0084503,United Kingdom,R,Won 2 BAFTA 3 wins & 2 nominations total,
tt0084516,United States,PG,Nominated for 3 Oscars. 5 wins & 9 nominations total,
tt0084602,United States,PG,Nominated for 1 Oscar. 3 wins & 9 nominations total,
tt0084616,Australia,R,,
tt0084684,United States,R,,
tt0084709,Italy,,1 win & 1 nomination,
tt0084719,Italy,,,
tt0084739,Canada,,,
tt0084749,United States,R,1 win & 5 nominations total,
tt0084812,Italy,,,
tt0084827,"United States, Taiwan, Japan, United Kingdom",PG,Nominated for 2 Oscars. 2 wins & 8 nominations total,
tt0084867,United States,R,,
tt0084959,"Italy, Spain",,,
tt0085125,"Italy, France",R,,
tt0085210,United States,R,1 win total,
tt0085601,"Italy, United States",TV-PG,,
tt0085605,Italy,,,
tt0085719,United States,R,2 wins & 2 nominations,1
tt0085862,United States,PG,,
tt0085991,Japan,G,3 wins & 5 nominations total,
tt0086097,"Italy, France",,,
tt0086129,"Canada, United States",R,1 nomination total,
tt0086165,Italy,,1 nomination,
tt0086192,United States,R,,
tt0086352,United States,R,,
tt0086461,United States,PG,,
tt0086510,"United States, Mexico",R,Nominated for 1 Oscar. 2 wins & 9 nominations total,
tt0086625,United States,R,,
tt0086655,France,R,5 wins & 6 nominations,
tt0086881,Italy,,,
tt0086984,United States,R,1 win & 4 nominations total,
tt0087078,United States,PG,1 win & 3 nominations total,
tt0087181,Italy,,,
tt0087182,"United States, Mexico",PG-13,Nominated for 1 Oscar. 2 wins & 7 nominations total,
tt0087194,"Hong Kong, Taiwan",,,
tt0087310,"Italy, France, West Germany",,1 nomination,
tt0087332,United States,PG,Nominated for 2 Oscars. 9 wins & 9 nominations total,
tt0087363,United States,PG,8 wins & 7 nominations total,
tt0087481,"Italy, Brazil",TV-PG,,
tt0087512,"France, Spain",Approved,,
tt0087538,United States,PG,Nominated for 1 Oscar. 5 wins & 4 nominations total,
tt0087553,United Kingdom,R,Won 3 Oscars. 28 wins & 24 nominations total,
tt0087607,Italy,PG-13,,
tt0087653,Italy,,,
tt0087727,United States,R,2 nominations total,
tt0087814,Italy,,1 nomination,
tt0087909,Italy,R,1 nomination total,
tt0087916,United States,X,6 nominations,1
tt0087928,United States,R,2 wins & 2 nominations total,
tt0087944,"United States, France",R,,
tt0088066,United Kingdom,R,,
tt0088103,"United Kingdom, United States",PG,5 nominations total,
tt0088160,United States,X,1 nomination,1
tt0088247,"United Kingdom, United States",R,9 wins & 8 nominations total,
tt0088333,United States,R,,
tt0088708,"United States, Philippines",R,,
tt0088714,France,,1 nomination total,
tt0088745,Italy,,,
tt0088748,France,,1 win total,
tt0088884,Italy,,,
tt0088936,United States,R,,
tt0088940,Italy,R,,
tt0088944,United States,R,2 nominations total,
tt0088993,United States,,2 wins total,
tt0089003,United States,R,,
tt0089013,Italy,,2 nominations total,
tt0089016,Italy,,,
tt0089114,United States,PG,1 win & 6 nominations total,
tt0089163,Italy,,,
tt0089338,Italy,R,,
tt0089420,"United Kingdom, United States",PG-13,1 nomination total,
tt0089421,United States,PG-13,2 nominations total,
tt0089461,United States,PG-13,3 nominations total,
tt0089489,United Kingdom,R,1 win & 2 nominations total,
tt0089542,Italy,,1 win & 2 nominations,
tt0089591,"Italy, United States",PG,,
tt0089604,United States,R,,
tt0089767,United States,R,2 wins & 2 nominations total,
tt0089790,Italy,Approved,,
tt0089813,Italy,R,4 wins & 3 nominations,
tt0089826,"Canada, United States",R,1 nomination total,
tt0089880,"United States, Mexico",R,Nominated for 1 Oscar. 5 wins & 7 nominations total,
tt0089893,"United States, Netherlands, Italy",PG-13,1 win & 2 nominations total,
tt0089907,United States,R,4 nominations total,
tt0089927,United States,PG,9 wins & 8 nominations total,
tt0089941,United States,R,Nominated for 3 Oscars. 2 wins & 8 nominations total,
tt0089990,Italy,,,1
tt0090018,Italy,,,
tt0090021,"United States, Netherlands Antilles, Italy",R,2 nominations total,
tt0090026,"United States, West Germany",X,1 win total,1
tt0090101,Italy,,1 nomination,
tt0090150,"Italy, Spain",,1 nomination,
tt0090247,Italy,,,
tt0090327,"United Kingdom, United States",R,1 nomination total,
tt0090357,United States,PG-13,Nominated for 1 Oscar. 1 win & 5 nominations total,
tt0090555,"Australia, United States",PG-13,Nominated for 1 Oscar. 3 wins & 12 nominations total,
tt0090601,"Netherlands, Italy, United States",PG,,
tt0090605,"United Kingdom, United States",R,Won 2 Oscars. 20 wins & 25 nominations total,
tt0090633,United States,G,Nominated for 1 Oscar. 6 wins & 7 nominations total,
tt0090693,United States,R,1 nomination,
tt0090728,United States,PG-13,1 win & 1 nomination total,
tt0090735,United States,R,1 nomination total,
tt0090738,United States,R,1 nomination total,
tt0090763,"Italy, France",14,,
tt0090788,Italy,R,1 nomination total,
tt0090805,Italy,,3 wins & 8 nominations,
tt0090859,"United States, Israel",R,6 nominations total,
tt0090887,United States,PG-13,3 nominations total,
tt0090930,Italy,R,1 nomination total,
tt0090933,France,,1 win & 1 nomination total,
tt0090944,"Italy, France",X,1 win & 3 nominations total,
tt0091064,"United States, Canada",R,Won 1 Oscar. 7 wins & 10 nominations total,
tt0091071,Italy,,,
tt0091097,"Italy, Spain",R,,
tt0091114,Italy,,,
tt0091148,Italy,,,
tt0091203,"United Kingdom, United States",R,2 nominations total,
tt0091209,United States,R,3 wins & 1 nomination total,
tt0091223,United States,R,1 win & 4 nominations total,
tt0091326,United States,PG,Nominated for 1 Oscar. 4 wins & 3 nominations total,
tt0091344,United States,PG-13,2 nominations total,
tt0091454,Italy,,,
tt0091499,United States,R,4 nominations total,
tt0091539,Italy,18,,
tt0091540,Italy,14,,
tt0091548,Italy,,5 nominations,
tt0091605,"West Germany, Italy, France",R,Won 2 BAFTA 17 wins & 6 nominations total,
tt0091630,United States,R,1 win & 1 nomination total,
tt0091635,United States,R,4 nominations total,
tt0091637,United States,R,1 win total,
tt0091744,Italy,,,
tt0091757,"France, Tunisia, Poland, Mexico, United Kingdom",PG-13,Nominated for 1 Oscar. 2 wins & 2 nominations total,
tt0091763,"United States, United Kingdom",R,Won 4 Oscars. 24 wins & 16 nominations total,
tt0091777,United States,PG,1 win total,
tt0091819,Italy,,1 nomination,
tt0091828,"United States, Netherlands",R,,
tt0091911,Italy,,,
tt0091921,Italy,,,
tt0091925,Italy,,,
tt0091934,United Kingdom,PG-13,1 win & 6 nominations total,
tt0092076,United States,,1 win & 1 nomination total,
tt0092099,United States,PG,Won 1 Oscar. 11 wins & 9 nominations total,
tt0092112,United States,R,,
tt0092116,Italy,,6 nominations,
tt0092157,Italy,14,3 nominations,
tt0092180,Italy,14,,
tt0092270,Taiwan,,,
tt0092276,Italy,,,
tt0092468,United States,TV-14,Won 1 Primetime Emmy. 2 wins & 5 nominations total,
tt0092493,"Australia, United States",PG,2 wins total,
tt0092585,United States,PG-13,,
tt0092592,Italy,,,
tt0092615,Italy,R,1 nomination,
tt0092632,"United States, United Kingdom, Canada",R,1 nomination total,
tt0092644,United States,R,Nominated for 1 Oscar. 6 wins & 6 nominations total,
tt0092669,United States,,,
tt0092675,United States,R,1 nomination total,
tt0092682,Italy,X,,1
tt0092694,"Italy, France",,1 win & 1 nomination,
tt0092709,Italy,,1 nomination,
tt0092720,"Italy, Netherlands Antilles",R,1 nomination total,
tt0092770,Italy,,1 nomination,
tt0092785,Italy,,2 wins,
tt0092796,United States,R,1 nomination total,
tt0092854,United States,R,,
tt0092991,United States,R,1 win & 5 nominations total,
tt0092995,"Italy, France",,,
tt0093043,Italy,,,
tt0093058,"United Kingdom, United States",R,Nominated for 1 Oscar. 8 wins & 15 nominations total,
tt0093090,Italy,,1 nomination,
tt0093113,"Italy, Colombia",,,
tt0093185,United States,R,4 wins & 6 nominations total,
tt0093220,United States,PG-13,1 nomination total,
tt0093274,Italy,,7 wins & 7 nominations,
tt0093378,United States,PG-13,3 wins & 3 nominations total,
tt0093409,United States,R,Nominated for 1 Oscar. 5 wins & 3 nominations total,
tt0093441,Italy,,,
tt0093507,United States,PG,2 wins & 5 nominations total,
tt0093535,"Italy, France",R,,
tt0093560,United States,PG-13,3 wins & 5 nominations total,
tt0093605,United States,R,1 win & 9 nominations total,
tt0093640,United States,R,2 nominations total,
tt0093645,Italy,,,
tt0093677,Italy,R,4 nominations total,
tt0093692,United States,PG,4 wins & 3 nominations total,
tt0093756,United States,PG,2 nominations total,
tt0093773,"United States, Mexico",R,Nominated for 1 Oscar. 3 wins & 6 nominations total,
tt0093789,Italy,NC-17,,
tt0093864,Italy,,,
tt0093869,Italy,,,
tt0093870,United States,R,Nominated for 2 Oscars. 11 wins & 13 nominations total,
tt0093894,United States,R,1 win & 3 nominations total,
tt0093908,France,R,,
tt0093966,United States,R,,
tt0093986,"United Kingdom, United States",R,2 nominations,
tt0093999,United States,PG,,
tt0094003,Italy,,1 nomination,
tt0094010,Italy,,1 nomination,
tt0094015,Italy,,,
tt0094033,United States,R,,
tt0094074,"United Kingdom, United States",PG,3 wins & 6 nominations total,
tt0094118,United States,PG,,
tt0094121,Italy,,,
tt0094226,United States,R,Won 1 Oscar. 11 wins & 18 nominations total,
tt0094657,Italy,,1 win,
tt0094820,Italy,R,1 nomination,
tt0094860,Italy,R,,
tt0094862,United States,R,2 wins & 4 nominations total,
tt0094889,United States,R,5 wins & 6 nominations total,
tt0094896,Italy,,,
tt0094898,United States,R,Nominated for 2 Oscars. 5 wins & 5 nominations total,
tt0094901,Italy,,2 wins & 4 nominations total,
tt0094919,United States,PG-13,1 win & 3 nominations total,
tt0095051,Italy,,,
tt0095058,"United States, Canada",TV-14,,
tt0095173,United States,R,1 nomination total,
tt0095304,"Ireland, United Kingdom, United States",PG-13,1 nomination total,
tt0095368,United States,TV-PG,,
tt0095526,United States,X,1 nomination,1
tt0095687,United States,PG-13,4 nominations total,
tt0095742,United States,R,2 wins & 9 nominations total,
tt0095800,"France, United States",PG,Nominated for 1 Oscar. 5 wins & 11 nominations total,
tt0095863,United States,R,3 nominations total,
tt0095869,Italy,,2 wins & 6 nominations total,
tt0095882,United States,PG,1 nomination total,
tt0095920,Italy,R,,
tt0095942,Italy,,,
tt0095953,United States,R,Won 4 Oscars. 27 wins & 26 nominations total,
tt0095956,United States,R,2 wins & 7 nominations total,
tt0095963,United States,R,,
tt0095975,Italy,PG,,
tt0096037,United States,PG-13,,
tt0096101,United States,PG,2 nominations total,
tt0096144,Italy,,,
tt0096299,Italy,,,
tt0096320,United States,PG,4 wins & 1 nomination total,
tt0096344,United States,R,,
tt0096372,West Germany,,1 win,
tt0096438,"United States, United Kingdom",PG,Won 3 Oscars. 24 wins & 22 nominations total,
tt0096446,United States,PG,Nominated for 2 Oscars. 1 win & 13 nominations total,
tt0096453,Italy,R,,
tt0096523,"France, Italy",,1 nomination,
tt0096874,United States,PG,Nominated for 1 Oscar. 9 wins & 11 nominations total,
tt0096884,Italy,,,
tt0096895,"United States, United Kingdom",PG-13,Won 1 Oscar. 13 wins & 30 nominations total,
tt0096945,United States,R,,
tt0096959,Italy,,,
tt0097383,"Italy, West Germany",PG-13,4 wins & 9 nominations,
tt0097390,United States,R,2 nominations total,
tt0097428,United States,PG,2 wins & 1 nomination total,
tt0097523,"United States, Mexico",PG,Won 1 BAFTA Award2 wins & 10 nominations total,
tt0097527,United States,R,1 nomination total,
tt0097576,"United States, Italy, Spain, United Kingdom, Jordan",PG-13,Won 1 Oscar. 9 wins & 24 nominations total,
tt0097579,United States,R,,
tt0097626,United States,R,4 nominations total,
tt0097647,United States,PG,5 nominations total,
tt0097659,United States,R,,
tt0097737,"Italy, United States",R,1 win & 1 nomination total,
tt0097757,United States,G,Won 2 Oscars. 16 wins & 9 nominations total,
tt0097770,United States,R,3 nominations total,
tt0097778,United States,PG-13,5 wins & 2 nominations total,
tt0097870,Italy,,7 wins & 11 nominations,
tt0097981,United States,R,3 wins & 2 nominations total,
tt0098063,Italy,18,,
tt0098320,United States,R,1 nomination total,
tt0098439,United States,R,3 nominations total,
tt0098621,United States,R,Nominated for 1 BAFTA Award2 wins & 9 nominations total,
tt0098627,United States,PG-13,1 nomination total,
tt0098648,United States,X,,1
tt0099044,United States,R,,
tt0099088,United States,PG,5 wins & 11 nominations total,
tt0099267,"Italy, United States",X,,1
tt0099293,Italy,,1 nomination,
tt0099348,"United States, United Kingdom",PG-13,Won 7 Oscars. 55 wins & 40 nominations total,
tt0099371,United States,PG-13,Nominated for 1 Oscar. 1 win & 2 nominations total,
tt0099385,United States,R,,
tt0099422,United States,PG,Won 3 Oscars. 9 wins & 37 nominations total,
tt0099484,Spain,,2 wins & 2 nominations total,
tt0099487,United States,PG-13,Nominated for 1 Oscar. 11 wins & 25 nominations total,
tt0099528,United States,R,2 wins & 5 nominations total,
tt0099545,Italy,,2 nominations,
tt0099636,Canada,R,,
tt0099653,United States,PG-13,Won 2 Oscars. 18 wins & 24 nominations total,
tt0099697,"United States, Japan",R,2 nominations,
tt0099700,United States,PG-13,6 nominations total,
tt0099710,United States,R,3 nominations,
tt0099739,United States,R,,
tt0099750,United States,R,,
tt0099785,United States,PG,Nominated for 2 Oscars. 12 wins & 7 nominations total,
tt0099843,Italy,R,,
tt0099938,United States,PG-13,4 wins & 1 nomination total,
tt0100029,United States,R,,
tt0100050,United States,PG-13,3 nominations total,
tt0100114,United States,R,,
tt0100157,United States,R,Won 1 Oscar. 6 wins & 10 nominations total,
tt0100240,"Germany, United States, Australia",PG,2 wins & 4 nominations total,
tt0100258,United States,R,2 nominations total,
tt0100263,"France, Italy",R,6 wins & 17 nominations total,
tt0100365,Italy,,,
tt0100405,United States,R,Nominated for 1 Oscar. 8 wins & 11 nominations total,
tt0100454,Italy,,7 wins & 7 nominations,
tt0100475,United States,PG-13,1 win,
tt0100485,"Mexico, United States",R,,
tt0100502,United States,R,3 nominations total,
tt0100507,United States,PG-13,9 nominations total,
tt0100581,Italy,R,1 nomination total,
tt0100594,"United Kingdom, Italy",R,Won 1 BAFTA Award9 wins & 8 nominations total,
tt0100611,United States,PG-13,,
tt0100683,Italy,,4 nominations,
tt0100740,United States,R,1 win,
tt0100758,"Hong Kong, United States",PG,3 wins & 3 nominations total,
tt0100802,"United States, Mexico",R,Nominated for 2 Oscars. 7 wins & 16 nominations total,
tt0100827,"Italy, United States",R,3 nominations total,
tt0100835,Italy,,7 wins & 15 nominations,
tt0100886,Italy,,,
tt0100928,United States,PG,2 nominations,
tt0100934,United States,R,2 nominations total,
tt0101272,United States,PG-13,Nominated for 1 Oscar. 5 wins & 23 nominations total,
tt0101414,"United States, Japan",G,Won 2 Oscars. 33 wins & 32 nominations total,
tt0101540,United States,R,Nominated for 2 Oscars. 5 wins & 21 nominations total,
tt0101548,Italy,,3 nominations total,
tt0101761,"France, United States",R,3 nominations total,
tt0101764,United States,R,2 nominations total,
tt0101917,United States,R,1 win & 5 nominations total,
tt0102034,"United Kingdom, France, Argentina, United States",R,,
tt0102164,Italy,R,5 wins & 3 nominations,
tt0102445,Italy,R,,
tt0102614,United States,R,,
tt0102667,Italy,,,
tt0102668,Italy,,,
tt0102782,United States,PG-13,6 nominations total,
tt0102797,"Canada, Germany, United Kingdom, United States",TV-14,,
tt0102798,United States,PG-13,Nominated for 1 Oscar. 16 wins & 25 nominations total,
tt0102848,Canada,R,1 nomination,
tt0102915,United States,R,,
tt0102945,United States,R,2 wins & 4 nominations total,
tt0102960,United States,R,1 nomination total,
tt0102984,United States,R,1 nomination,
tt0103060,"Hong Kong, United States",PG,2 wins & 1 nomination total,
tt0103064,"United States, France",R,Won 4 Oscars. 39 wins & 33 nominations total,
tt0103223,Italy,R,5 wins & 11 nominations,
tt0103776,"United States, United Kingdom",PG-13,Nominated for 2 Oscars. 2 wins & 29 nominations total,
tt0103786,United States,PG,1 win & 4 nominations total,
tt0103855,United States,R,Nominated for 2 Oscars. 14 wins & 21 nominations total,
tt0103991,Italy,,,
tt0104014,Italy,,,
tt0104122,Italy,,2 nominations,
tt0104231,United States,PG-13,3 nominations total,
tt0104431,United States,PG,3 wins & 3 nominations total,
tt0104437,United States,PG,10 nominations total,
tt0104545,Spain,R,6 wins & 12 nominations total,
tt0104692,"United Kingdom, Japan",R,3 nominations total,
tt0104948,Italy,,,
tt0105120,Italy,,5 wins & 7 nominations,
tt0105128,United States,R,3 nominations total,
tt0105428,United States,R,5 wins total,
tt0105477,United States,PG-13,3 wins & 1 nomination total,
tt0105717,Italy,,,
tt0106220,United States,PG-13,Nominated for 1 Oscar. 3 wins & 17 nominations total,
tt0106582,"France, Italy, Japan, United States",R,Nominated for 3 Oscars. 1 win & 12 nominations total,
tt0106664,United States,R,4 wins & 11 nominations total,
tt0106770,United States,PG-13,1 win & 3 nominations total,
tt0106867,Italy,,2 wins & 2 nominations,
tt0106977,United States,PG-13,Won 1 Oscar. 13 wins & 37 nominations total,
tt0107076,United States,NC-17,1 win & 5 nominations total,
tt0107225,Italy,R,1 nomination,
tt0107290,United States,PG-13,Won 3 Oscars. 44 wins & 27 nominations total,
tt0107362,United States,PG-13,1 win & 16 nominations total,
tt0107501,United States,PG-13,3 nominations,
tt0107688,United States,PG,Nominated for 1 Oscar. 7 wins & 17 nominations total,
tt0107711,United States,R,1 nomination total,
tt0107978,United States,PG-13,3 nominations total,
tt0108052,United States,R,Won 7 Oscars. 91 wins & 49 nominations total,
tt0108178,Italy,,,
tt0108187,"Italy, United States",PG,3 nominations,
tt0108308,"United States, Hong Kong, Japan, China",PG,1 win total,
tt0109040,United States,PG-13,5 wins & 6 nominations total,
tt0109506,United States,R,5 wins & 8 nominations total,
tt0109686,United States,PG-13,5 wins & 3 nominations total,
tt0109813,United States,PG,6 wins & 10 nominations total,
tt0109836,"United States, Japan, United Kingdom",R,Nominated for 1 Oscar. 20 nominations total,
tt0109959,"United States, Mexico",R,,
tt0110148,United States,R,Nominated for 2 Oscars. 24 wins & 34 nominations total,
tt0110213,United States,PG,2 nominations total,
tt0110357,United States,G,Won 2 Oscars. 43 wins & 35 nominations total,
tt0110475,United States,PG-13,Nominated for 1 Oscar. 6 wins & 22 nominations total,
tt0110528,Italy,,,
tt0110570,"Italy, France",R,1 win,
tt0110647,"Germany, United States",G,1 nomination total,
tt0110761,Italy,R,2 nominations,
tt0110877,"Italy, France, Belgium",PG,Won 1 Oscar. 31 wins & 20 nominations total,
tt0111049,Italy,,,
tt0111255,"United States, Peru",R,4 wins & 7 nominations total,
tt0111257,United States,R,Won 2 Oscars. 20 wins & 20 nominations total,
tt0111503,United States,R,Nominated for 1 Oscar. 8 wins & 23 nominations total,
tt0111686,United States,R,3 wins & 7 nominations total,
tt0112281,United States,PG-13,7 wins & 6 nominations total,
tt0112462,"United States, United Kingdom",PG-13,Nominated for 3 Oscars. 10 wins & 26 nominations total,
tt0112642,United States,PG,5 wins & 5 nominations total,
tt0112896,"France, United States",PG-13,,
