const,country,rated,awards,is_adult
tt0055302,United States,Approved,,
tt0055317,United States,,,
tt0055356,"Italy, France, Yugoslavia",,,
tt0055377,"Italy, Spain, West Germany",Approved,,
tt0055379,Italy,,,
tt0055399,Italy,,6 wins & 4 nominations total,
tt0055402,United States,,,
tt0055408,Mexico,,,
tt0055418,West Germany,,,
tt0055422,United Kingdom,,,
tt0055427,Italy,,,
tt0055435,Italy,,,
tt0055436,United States,Approved,,
tt0055438,United Kingdom,Approved,,
tt0055464,United States,,,
tt0055484,United Kingdom,,,
tt0055488,Italy,,,
tt0055517,"Italy, France",,,
tt0055518,Italy,,,
tt0055520,"Italy, United States",,,
tt0055524,United States,Approved,1 nomination,
tt0055544,United Kingdom,Approved,,
tt0055547,"France, Italy",,,
tt0055548,"France, Italy",,,
tt0055562,Japan,,,
tt0055564,"Italy, France",,,
tt0055578,Italy,,,
tt0055587,"France, Italy",,,
tt0055609,Italy,,,
tt0055621,United Kingdom,,,
tt0055627,United States,,,
tt0055636,"France, West Germany",,,
tt0055717,Austria,,,
tt0055719,United States,Approved,,
tt0055738,United States,Approved,1 win & 1 nomination,
tt0055756,Spain,,,
tt0055759,"France, Italy",,1 nomination,
tt0055763,Spain,,1 win,
tt0055790,"Italy, France",,,
tt0055818,"Mexico, Spain",,,
tt0055823,Italy,,,
tt0055851,Italy,,,
tt0055865,"Italy, France",,,
tt0055867,"Italy, Yugoslavia",Approved,,
tt0055870,United States,Approved,,
tt0055871,United States,Approved,,
tt0055874,Italy,,,
tt0055885,"Italy, United States",,,
tt0055906,Italy,,,
tt0055913,Italy,Approved,Won 1 Oscar. 12 wins & 9 nominations total,
tt0055919,Italy,,,
tt0055928,"United Kingdom, United States, Jamaica",PG,4 wins & 4 nominations total,
tt0055935,"France, Italy",,,
tt0055936,Italy,,,
tt0055937,Italy,,,
tt0055938,Italy,,,
tt0055963,United States,Approved,1 win,
tt0055969,France,,,
tt0055977,United Kingdom,Approved,,
tt0056026,Italy,,,
tt0056027,"Italy, Spain",,,
tt0056042,"Italy, France, Yugoslavia",,,
tt0056044,United Kingdom,Approved,,
tt0056048,United States,Approved,Nominated for 3 Oscars. 1 win & 12 nominations total,
tt0056057,United States,,,
tt0056059,United States,Approved,Nominated for 1 Oscar. 3 nominations total,
tt0056085,United States,G,Won 3 Oscars. 10 wins & 5 nominations total,
tt0056100,"Spain, Argentina",,4 wins & 1 nomination,
tt0056107,Italy,,1 win & 1 nomination,
tt0056111,Soviet Union,,2 wins total,
tt0056124,"Italy, Yugoslavia",,,
tt0056142,"Japan, United States",Approved,,
tt0056172,"United Kingdom, United States",PG,Won 7 Oscars. 31 wins & 14 nominations total,
tt0056174,"Italy, France, Yugoslavia",,,
tt0056197,United States,G,Won 2 Oscars. 8 wins & 6 nominations total,
tt0056206,Italy,,,
tt0056207,Italy,,,
tt0056209,United States,TV-PG,,
tt0056216,United Kingdom,,,
tt0056217,United States,Approved,Nominated for 1 Oscar. 4 wins & 3 nominations total,
tt0056220,Spain,Approved,,
tt0056221,"Belgium, Spain, Italy, West Germany",,,
tt0056226,Italy,,,
tt0056228,"France, Italy",,,
tt0056248,"France, Italy",,,
tt0056267,United States,,Nominated for 1 Oscar. 1 nomination total,
tt0056268,"France, Italy",,,
tt0056275,West Germany,,,
tt0056315,Italy,,,
tt0056343,"Italy, Spain",,,
tt0056358,"Italy, France",,,
tt0056368,United States,,1 win total,
tt0056375,"United Kingdom, East Germany",,,
tt0056377,United Kingdom,,,
tt0056395,"France, Italy",,1 nomination,
tt0056396,Italy,Approved,,
tt0056401,"Italy, France",,,
tt0056424,United States,Approved,1 nomination total,
tt0056427,Italy,Approved,,
tt0056439,"Italy, France",,,
tt0056440,"Philippines, United States",Approved,1 win,
tt0056447,United States,Approved,,
tt0056448,"Spain, United States",,,
tt0056451,"Italy, France",,,
tt0056452,"West Germany, France, Yugoslavia",,1 win total,
tt0056468,"Italy, France",,2 wins & 1 nomination,
tt0056470,United States,Approved,1 nomination total,
tt0056472,"Italy, Spain",,,
tt0056473,"Italy, France",,,
tt0056485,"France, Italy, Spain",,,
tt0056496,United States,Approved,,
tt0056504,"Italy, France",G,1 nomination,
tt0056507,Italy,,,
tt0056512,Italy,,4 wins & 2 nominations total,
tt0056556,United States,Approved,Nominated for 1 Oscar. 3 nominations total,
tt0056558,"Italy, Yugoslavia",Approved,,
tt0056560,"Switzerland, United Kingdom, United States",Approved,,
tt0056573,West Germany,,,
tt0056601,"United Kingdom, West Germany",,,
tt0056604,Italy,,,
tt0056632,United States,Approved,1 win & 3 nominations,
tt0056639,West Germany,,,
tt0056641,"Italy, France",,,
tt0056646,"Spain, United States",,1 win,
tt0056652,Spain,,,
tt0056656,United Kingdom,,,
tt0056658,"France, Italy",,,
tt0056665,Italy,,1 nomination,
tt0056710,United States,Approved,,
tt0056724,Italy,,,
tt0056825,United States,Approved,Won 1 Oscar. 7 wins & 12 nominations total,
tt0056867,"Spain, France",,,
tt0056871,United States,Passed,,
tt0056872,United States,Approved,,
tt0056893,"Italy, Spain, France",,,
tt0056894,"United States, Egypt, United Kingdom",,,
tt0056902,"Italy, Yugoslavia",,,
tt0056904,"West Germany, United States",Approved,1 nomination,
tt0056914,United States,Approved,,
tt0056917,"France, Italy",,2 nominations,
tt0056918,"Spain, United States",,1 win & 1 nomination,
tt0056921,"France, Italy",,,
tt0056925,"Spain, France",,,
tt0056937,"Switzerland, United Kingdom, United States",Approved,Won 4 Oscars. 6 wins & 13 nominations total,
tt0056939,Italy,,,
tt0056951,"France, Spain",,,
tt0056953,"France, Italy, Belgium",,,
tt0056957,"France, Italy",Approved,,
tt0056975,Japan,,,
tt0056983,"Ireland, United States",,,
tt0056997,Italy,,,
tt0057002,Italy,,,
tt0057007,United States,Approved,,
tt0057018,"Italy, Spain",,,
tt0057036,Italy,Approved,,
tt0057038,"Italy, France",,,
tt0057051,France,,,
tt0057060,Italy,,,
tt0057064,"West Germany, France, Italy, Yugoslavia",,,
tt0057068,"Italy, France",,1 nomination,
tt0057071,United States,Approved,1 nomination,
tt0057078,"Italy, France",,,
tt0057083,United States,PG,,
tt0057086,Italy,,,
tt0057087,Japan,,,
tt0057105,Italy,,,
tt0057106,"France, Italy",,1 win,
tt0057116,"West Germany, Austria, France",,1 win,
tt0057122,"Spain, United States",Approved,,
tt0057142,"Italy, Spain",,,
tt0057151,"France, Italy",,,
tt0057155,"Italy, Spain",,,
tt0057163,United States,Approved,Won 3 Oscars. 17 wins & 17 nominations total,
tt0057175,"Italy, Spain",Approved,,
tt0057179,"Italy, Yugoslavia",,,
tt0057195,West Germany,,,
tt0057197,"United Kingdom, United States",G,,
tt0057225,United States,Approved,,
tt0057247,"West Germany, Austria",,,
tt0057254,"United States, Ireland",Approved,1 nomination total,
tt0057257,Spain,,,
tt0057259,"United Kingdom, Yugoslavia",,Nominated for 1 BAFTA Award1 nomination total,
tt0057268,Italy,,,
tt0057270,"Italy, Yugoslavia",,,
tt0057271,Italy,,,
tt0057276,"Italy, France, Spain",,,
tt0057278,"France, Italy",,,
tt0057289,"Italy, France",,1 nomination,
tt0057294,"Italy, France",Approved,,
tt0057303,"France, West Germany, Italy",,,
tt0057343,"France, Italy, Spain",,,
tt0057357,Egypt,TV-MA,1 nomination,
tt0057358,Sweden,,3 wins & 1 nomination total,
tt0057384,Italy,,,
tt0057396,United States,,,
tt0057402,"France, United States",,,
tt0057426,United States,Approved,1 win & 1 nomination total,
tt0057440,"Italy, France",,,
tt0057441,United States,Approved,,
tt0057443,Italy,,1 win & 1 nomination,
tt0057447,United States,Approved,,
tt0057460,"Italy, France",,,
tt0057464,"Spain, Italy",,1 win,
tt0057467,"Italy, Spain",,,
tt0057469,"Italy, France, Spain",Approved,,
tt0057470,Italy,,,
tt0057471,Mexico,,,
tt0057484,"Italy, France, Spain",,,
tt0057493,"Italy, Spain",,,
tt0057500,"United Kingdom, United States",Approved,,
tt0057511,"Italy, France",,,
tt0057513,Czechoslovakia,,1 win & 1 nomination,
tt0057540,"Italy, France",,,
tt0057549,"France, Italy",,1 nomination total,
tt0057559,"Italy, France",,,
tt0057560,"United Kingdom, United States",Approved,,
tt0057570,"Italy, France, Spain",,,
tt0057594,Italy,,,
tt0057595,Italy,,,
tt0057602,"Spain, Italy",,,
tt0057604,"Spain, Italy",,,
tt0057615,"Italy, France, Spain",,,
tt0057628,Italy,,,
tt0057629,Italy,,,
tt0057639,"Italy, Spain",,,
tt0057643,"Spain, Italy",Approved,4 wins & 2 nominations,
tt0057644,"West Germany, Yugoslavia",,,
tt0057656,"France, Italy, West Germany",,1 win,
tt0057657,"France, Italy, West Germany",,,
tt0057667,United States,Approved,,
tt0057676,West Germany,,,
tt0057683,United States,Approved,,
tt0057688,United States,,Nominated for 1 Oscar. 1 nomination total,
tt0057706,United States,,,
tt0057720,Italy,,,
tt0057834,France,,,
tt0057840,United States,Approved,Nominated for 2 Oscars. 6 nominations total,
tt0057848,"Spain, Italy",,1 win,
tt0057877,"United Kingdom, United States",PG-13,Won 1 Oscar. 14 wins & 23 nominations total,
tt0057890,United Kingdom,,,
tt0057891,United States,Approved,,
tt0057904,"Italy, France, West Germany",,,
tt0057908,Italy,,,
tt0057914,Spain,,,
tt0057917,United States,PG,Nominated for 1 BAFTA Award2 wins & 4 nominations total,
tt0057954,"United Kingdom, South Africa",,,
tt0057974,United Kingdom,,,
tt0057979,Spain,,,
tt0057997,United States,Approved,,
tt0058019,United States,Approved,Nominated for 1 BAFTA Award1 nomination total,
tt0058030,"Spain, Italy, France",,,
tt0058043,Italy,,,
tt0058061,"Italy, France",,,
tt0058063,Italy,,,
tt0058073,United Kingdom,Approved,1 nomination total,
tt0058089,"France, Italy",,,
tt0058091,United States,Approved,Nominated for 1 Oscar. 2 wins & 2 nominations total,
tt0058114,"West Germany, Yugoslavia",,,
tt0058121,Spain,,,
tt0058123,France,TV-MA,,
tt0058131,"Italy, Monaco, West Germany",,,
tt0058137,"France, Italy",,,
tt0058140,"Italy, France",,,
tt0058151,"West Germany, Italy, France",,,
tt0058152,Italy,,,
tt0058158,"France, Italy, West Germany, Portugal",,,
tt0058165,United States,Approved,,
tt0058166,United Kingdom,Approved,Won 1 BAFTA Award2 wins & 2 nominations total,
tt0058185,Italy,,,
tt0058186,United States,Approved,,
tt0058202,"Italy, France, Spain",,,
tt0058227,"West Germany, Italy",,,
tt0058229,Italy,,,
tt0058232,"France, Italy",,,
tt0058235,"Philippines, United States",,,
tt0058237,"Italy, Spain",,,
tt0058262,United States,Approved,Won 1 BAFTA Award1 win & 1 nomination total,
tt0058282,Italy,,,
tt0058283,United States,Approved,,
tt0058285,"West Germany, Brazil",,,
tt0058286,United States,Approved,,
tt0058290,"France, Italy",,,
tt0058296,United States,Approved,Nominated for 1 Oscar. 1 win & 1 nomination total,
tt0058311,"Italy, France",,,
tt0058312,"Italy, France",Approved,,
tt0058322,"Spain, Italy, France",,,
tt0058323,"United Kingdom, United States",Approved,,
tt0058326,Japan,,1 nomination total,
tt0058334,United Kingdom,,,
tt0058343,"France, Italy, West Germany",,1 win total,
tt0058345,"Italy, France",,,
tt0058362,"France, West Germany, Italy",,,
tt0058368,"France, Italy",,,
tt0058383,United Kingdom,Approved,,
tt0058407,Japan,,1 win,
tt0058409,Japan,,,
tt0058429,United States,,Nominated for 1 Oscar. 2 wins & 4 nominations total,
tt0058430,Japan,,2 wins,
tt0058437,United States,Approved,,
tt0058452,"France, Italy, Spain",,,
tt0058461,"Italy, Spain, West Germany",R,1 win & 5 nominations total,
tt0058475,"Italy, Spain, West Germany",,,
tt0058480,"France, Italy, Japan, Netherlands",,,
tt0058483,"Italy, France, Spain",,,
tt0058525,United States,Approved,3 nominations total,
tt0058526,Italy,,,
tt0058527,Italy,,,
tt0058533,"France, Italy",Approved,1 nomination total,
tt0058534,United States,PG,1 nomination,
tt0058543,"Italy, France, West Germany",,,
tt0058545,"Italy, West Germany",,,
tt0058546,"Italy, West Germany, Monaco",G,,
tt0058549,West Germany,,,
tt0058563,"Spain, Austria, France",,,
tt0058564,"Italy, France",,9 wins & 6 nominations,
tt0058567,"Italy, France, West Germany",,1 win total,
tt0058575,"Spain, Italy, West Germany",,,
tt0058576,United States,Approved,Nominated for 2 Oscars. 4 wins & 8 nominations total,
tt0058589,Italy,,,
tt0058605,"Italy, Spain, France",,,
tt0058617,Italy,,,
tt0058618,"Italy, France",,,
tt0058632,"United Kingdom, South Africa",,,
tt0058633,United States,Approved,,
tt0058651,"Italy, Tunisia",,,
tt0058688,"Spain, Italy, France",,,
tt0058689,"Italy, France",,,
tt0058692,"France, Italy, Spain",,1 win,
tt0058700,"Italy, United States",Approved,1 nomination total,
tt0058703,"France, Italy",,,
tt0058706,West Germany,,,
tt0058709,"West Germany, France, Italy, Yugoslavia",Approved,1 win,
tt0058712,Italy,,,
tt0058715,"Italy, France",,Nominated for 3 Oscars. 7 wins & 9 nominations total,
tt0058717,United States,TV-PG,,
tt0058742,"West Germany, France, Italy",,,
tt0058777,United Kingdom,Approved,Nominated for 1 BAFTA Award1 nomination total,
tt0058858,Japan,,,
tt0058859,Italy,PG,,
tt0058861,Italy,Approved,,
tt0058862,Italy,,,
tt0058866,"Italy, Egypt",,,
tt0058868,"Italy, Spain",,,
tt0058879,"Italy, Spain",,,
tt0058883,"Italy, West Germany, France",,,
tt0058885,Italy,,,
tt0058899,Italy,Approved,,
tt0058909,"France, Italy, West Germany",TV-MA,1 win total,
tt0058929,"Italy, West Germany",,,
tt0058936,"Spain, Italy",,,
tt0058938,"Italy, France",,,
tt0058941,West Germany,,,
tt0058942,"Italy, Spain",,,
tt0058976,United States,Approved,,
tt0058983,Italy,,,
tt0058994,Hong Kong,R,,
tt0058995,"Italy, France, Spain",,,
tt0059024,"France, Italy",,,
tt0059035,"France, Italy",,1 win & 1 nomination,
tt0059037,United States,TV-14,1 win & 2 nominations,
tt0059038,"Italy, Spain",,,
tt0059054,"Spain, Italy",,,
tt0059055,"Italy, Egypt",,,
tt0059065,United States,Approved,,
tt0059072,"United Kingdom, Yugoslavia",,,
tt0059089,"France, Italy",,,
tt0059093,United States,Approved,,
tt0059098,"Spain, France, Italy",,,
tt0059107,South Africa,,,
tt0059113,"Italy, United Kingdom, United States",Approved,Won 5 Oscars. 21 wins & 13 nominations total,
tt0059121,"Italy, Spain",,,
tt0059124,United States,Approved,,
tt0059134,"West Germany, Yugoslavia, Italy",,,
tt0059152,"Italy, Spain, Yugoslavia",,,
tt0059156,France,,,
tt0059160,"Italy, France",Approved,1 nomination total,
tt0059166,United States,Approved,3 nominations,
tt0059204,"Spain, Italy",,,
tt0059205,Japan,,,
tt0059206,"France, Italy",,1 nomination total,
tt0059218,"Italy, Spain",,,
tt0059219,"United Kingdom, West Germany, Yugoslavia, United States",Approved,,
tt0059224,United States,Approved,1 nomination total,
tt0059241,"France, Italy",G,,
tt0059248,"France, Spain",,,
tt0059255,United States,Approved,,
tt0059269,United Kingdom,Approved,,
tt0059273,"Italy, Spain",,,
tt0059296,"West Germany, Spain",Approved,,
tt0059297,United States,Approved,,
tt0059298,United States,Approved,,
tt0059317,"Italy, France",,,
tt0059323,"Italy, Soviet Union",,1 win & 1 nomination,
tt0059337,"Italy, France, Spain",PG,,
tt0059356,"Spain, United States",,,
tt0059364,"West Germany, Italy, Yugoslavia",,,
tt0059379,United States,Approved,,
tt0059384,Italy,,,
tt0059387,United Kingdom,,,
tt0059388,"Austria, West Germany, Italy",,,
tt0059392,Spain,,,
tt0059415,Czechoslovakia,Approved,Nominated for 1 Oscar. 2 wins & 4 nominations total,
tt0059429,"France, Italy, Afghanistan, Egypt, Yugoslavia",,,
tt0059432,"France, Italy, Spain, Morocco",,,
tt0059449,"Spain, Italy, France, Portugal",,,
tt0059452,"Spain, Italy, France",,,
tt0059475,United Kingdom,,,
tt0059505,United States,,,
tt0059517,Italy,,,
tt0059538,"West Germany, Yugoslavia",G,,
tt0059539,"United States, Philippines",,,
tt0059543,United States,,,
tt0059545,"West Germany, France, Italy, Yugoslavia",R,1 win & 1 nomination,
tt0059554,Japan,,,
tt0059563,United States,G,,
tt0059578,"Italy, Spain, West Germany",R,3 nominations total,
tt0059579,"Spain, Italy",,,
tt0059588,Italy,G,,
tt0059618,Spain,,,
tt0059624,"Spain, Italy",,,
tt0059627,Italy,PG,1 win,
tt0059638,"Philippines, United States",,,
tt0059651,United States,Approved,,
tt0059654,Italy,,,
tt0059659,Spain,,,
tt0059672,"Italy, Spain, France",,,
tt0059681,"Italy, Spain",TV-G,,
tt0059686,"West Germany, France",,,
tt0059690,Italy,,,
tt0059693,"United Kingdom, United States",,,
tt0059707,"Italy, France, Spain",G,2 wins & 1 nomination,
tt0059710,United Kingdom,Approved,,
tt0059711,United States,Approved,Nominated for 1 Oscar. 3 nominations total,
tt0059737,"Spain, United States",Approved,,
tt0059740,United States,Approved,1 win total,
tt0059760,Italy,,,
tt0059772,United States,TV-PG,,
tt0059773,United States,,,
tt0059778,"Spain, Italy",,,
tt0059784,Italy,,,
tt0059791,Italy,,,
tt0059793,United States,G,6 nominations total,
tt0059795,United States,Approved,,
tt0059796,United States,PG,,
tt0059804,"Spain, West Germany",,,
tt0059824,United States,Approved,,
tt0059828,"Italy, Spain",,,
tt0059836,United Kingdom,,,
tt0059844,"France, Greece",,,
tt0059852,Italy,,,
tt0059862,Italy,,,
tt0059863,"Italy, Spain",,,
tt0059868,United States,Approved,,
tt0059869,Italy,,,
tt0059876,West Germany,,1 nomination,
tt0059896,United States,Approved,,
tt0059914,Italy,Approved,,
tt0059915,"West Germany, Italy, Yugoslavia, France",Approved,2 wins & 1 nomination total,
tt0059932,United States,Approved,,
tt0059933,United States,Approved,,
tt0059950,"Spain, Italy",,,
tt0059958,"West Germany, Yugoslavia",Approved,1 win,
tt0060048,United States,Approved,,
tt0060049,Italy,Approved,,
tt0060051,"Italy, France",,,
tt0060067,"Italy, France, Spain",,,
tt0060068,"Italy, Spain",,,
tt0060070,Italy,,,
tt0060074,United States,Passed,,
tt0060081,Italy,,,
tt0060084,"Italy, Spain",,,
tt0060125,"Italy, France, Spain",,3 wins & 5 nominations,
tt0060126,United States,G,,
tt0060135,United States,Approved,,
tt0060140,"France, Italy, West Germany",,,
tt0060143,"Italy, Spain",,,
tt0060155,United States,Approved,,
tt0060190,Italy,,,
tt0060192,West Germany,,,
tt0060196,"Italy, Spain, West Germany, United States",R,2 wins & 5 nominations total,
tt0060209,United States,,,
tt0060238,"Italy, Spain",,,
tt0060249,"Italy, Spain",,,
tt0060250,"Spain, Portugal, West Germany",,,
tt0060271,"France, Italy",R,1 nomination,
tt0060302,United States,,,
tt0060315,"Italy, Spain",R,,
tt0060320,"Italy, Spain",,,
tt0060325,"Italy, United States",R,,
tt0060334,Mexico,,1 nomination,
tt0060339,Spain,,,
tt0060351,"Italy, West Germany",,,
tt0060353,Italy,,,
tt0060381,"France, Italy",,,
tt0060391,"Italy, France",,,
tt0060400,"France, Italy",PG,,
tt0060401,Poland,,Nominated for 1 Oscar. 1 win & 2 nominations total,
tt0060416,"Italy, Spain",Approved,,
tt0060430,"Spain, Italy, Austria, Liechtenstein",,,
tt0060440,Japan,G,,
tt0060441,"Italy, France",,,
tt0060456,"Italy, France, West Germany",,,
tt0060468,"Italy, France, Spain",,,
tt0060475,"France, Italy",,,
tt0060482,"Romania, France",PG-13,,
tt0060483,United States,,,
tt0060516,Japan,,1 win,
tt0060535,Austria,,,
tt0060537,United States,Approved,,
tt0060563,Italy,,,
tt0060570,"Italy, Spain",,,
tt0060589,Italy,,,
tt0060590,"Italy, Egypt",,,
tt0060605,United Kingdom,,,
tt0060608,"Italy, Spain, Turkey",,,
tt0060620,"France, Italy, Spain",,,
tt0060626,United States,Approved,,
tt0060628,"Italy, Spain",,,
tt0060646,United States,Approved,3 nominations,
tt0060647,France,,,
tt0060660,United States,,,
tt0060664,"Italy, France",Approved,,
tt0060690,Spain,,,
tt0060692,Italy,,,
tt0060697,"Italy, West Germany",,,
tt0060704,"Italy, France, Spain",,,
tt0060714,United Kingdom,,Nominated for 2 Oscars. 4 wins & 12 nominations total,
tt0060725,"Spain, France, Italy",,,
tt0060728,United States,Approved,2 nominations,
tt0060736,"South Africa, United States",Approved,Nominated for 1 Oscar. 1 nomination total,
tt0060740,Sweden,,1 win & 1 nomination,
tt0060746,Italy,,,
tt0060748,United States,Approved,1 nomination total,
tt0060749,"West Germany, Yugoslavia",,1 win,
tt0060762,"Italy, United States",,,
tt0060764,"Italy, Spain",,,
tt0060783,United States,,,
tt0060790,"Spain, Italy",,,
tt0060794,Italy,GP,1 win & 1 nomination total,
tt0060820,"Italy, Spain",,,
tt0060821,"Italy, Spain",,,
tt0060823,Italy,,,
tt0060826,Italy,,,
tt0060828,France,,,
tt0060829,"Czechoslovakia, Austria",,1 nomination,
tt0060830,Italy,,,
tt0060842,United States,Approved,,
tt0060853,"Spain, Italy",R,2 wins,
tt0060863,United Kingdom,,,
tt0060901,"Italy, Spain",,,
tt0060916,"Italy, France, Spain",,,
tt0060922,"Italy, Spain, Egypt",,,
tt0060923,"Spain, Italy",,,
tt0060926,Japan,,,
tt0060965,"Italy, Spain",,,
tt0060970,"Spain, Italy",,,
tt0060978,"Italy, Spain",,,
tt0060983,United States,Approved,Nominated for 1 Oscar. 1 win & 3 nominations total,
tt0060993,Italy,,1 win,
tt0061000,"France, Italy",,,
tt0061008,Italy,,,
tt0061011,"Italy, Spain",,,
tt0061012,"Italy, France",,,
tt0061014,Italy,,,
tt0061015,United States,Approved,,
tt0061019,Italy,,,
tt0061045,"Italy, France",GP,,
tt0061049,"Italy, France",,2 wins & 1 nomination total,
tt0061052,United States,,,
tt0061053,Italy,,,
tt0061067,"Switzerland, United States",Approved,,
tt0061074,Italy,M,,
tt0061081,"Spain, United States",Approved,,
tt0061090,"Italy, Spain",,,
tt0061098,United States,,,
tt0061107,United States,PG,3 nominations,
tt0061112,"Spain, France, Italy",,,
tt0061115,"United Kingdom, Canada",,,
tt0061124,"United Kingdom, West Germany",M/PG,,
tt0061135,United States,Approved,,
tt0061144,"Italy, France",,,
tt0061157,Italy,,1 win & 1 nomination,
tt0061169,United States,Approved,,
tt0061173,United States,Approved,,
tt0061175,"Spain, West Germany",,,
tt0061189,United States,R,1 nomination total,
tt0061197,"West Germany, Italy, Yugoslavia",G,,
tt0061218,Italy,,,
tt0061220,"Italy, Spain",,,
tt0061313,Italy,,,
tt0061314,Italy,,,
tt0061320,Italy,,6 wins & 2 nominations total,
tt0061328,United Kingdom,,Nominated for 4 BAFTA 5 wins & 9 nominations total,
tt0061330,Italy,,,
tt0061333,United States,Approved,,
tt0061339,"Spain, Italy, West Germany",,,
tt0061344,"Italy, France",,,
tt0061354,"West Germany, Liechtenstein",,,
tt0061357,"France, Italy, West Germany",TV-MA,,
tt0061376,"France, Italy",M,,
tt0061377,Italy,,,
tt0061381,"Italy, West Germany, Yugoslavia",,,
tt0061384,Italy,,,
tt0061398,United Kingdom,Approved,,
tt0061404,"Italy, France",Approved,,
tt0061409,West Germany,GP,,
tt0061411,United Kingdom,G,,
tt0061419,United States,,,
tt0061429,"Italy, Spain",M,,
tt0061438,"France, Italy",,,
tt0061448,"West Germany, Yugoslavia, United States",,,
tt0061449,"France, Italy, West Germany",PG,,
tt0061452,"United Kingdom, United States",Approved,Nominated for 1 Oscar. 4 nominations total,
tt0061458,"Spain, Italy",,,
tt0061477,United States,Approved,,
tt0061487,Italy,,,
tt0061499,"Italy, Egypt",,,
tt0061500,"Italy, Spain",M,,
tt0061515,United Kingdom,Approved,,
tt0061520,United Kingdom,R,,
tt0061521,United States,,,
tt0061525,United States,,,
tt0061541,"Italy, Spain",,,
tt0061563,"Italy, Spain",R,,
tt0061570,Italy,,,
tt0061571,"Italy, Spain",,,
tt0061574,Italy,,,
tt0061575,"Italy, Spain",,,
tt0061576,"Italy, Spain",PG-13,1 win total,
tt0061582,Italy,,,
tt0061586,"Italy, France",R,,
tt0061587,"Italy, Spain",Approved,,
tt0061593,"Spain, Italy",,,
tt0061594,United Kingdom,,,
tt0061595,United States,Approved,,
tt0061598,Italy,,,
tt0061599,Italy,Approved,,
tt0061600,Italy,,,
tt0061610,United States,PG,,
tt0061619,United States,Approved,2 nominations total,
tt0061620,Sweden,PG,Nominated for 2 BAFTA 3 wins & 5 nominations total,
tt0061623,"Spain, Italy, Belgium",M/PG,2 wins,
tt0061628,"Spain, Italy",,,
tt0061636,"Italy, Spain",R,,
tt0061646,"Italy, France, West Germany, Yugoslavia",PG,,
tt0061664,Italy,,,
tt0061683,United Kingdom,Approved,,
tt0061688,"Italy, Spain",,,
tt0061703,United States,Approved,,
tt0061709,"Italy, West Germany, Monaco",M,,
tt0061710,Italy,,,
tt0061729,"France, Italy, West Germany",GP,,
tt0061738,United States,Approved,,
tt0061748,United States,,,
tt0061758,United States,Approved,,
tt0061771,Mexico,,,
tt0061775,"Spain, Italy",G,,
tt0061776,"Spain, Italy",,,
tt0061799,"Italy, Spain",,,
tt0061805,West Germany,,,
tt0061819,"France, Italy, West Germany",TV-14,,
tt0061829,"France, Italy",,,
tt0061831,"West Germany, United States",Approved,,
tt0061832,South Africa,Approved,,
tt0061841,France,,1 win & 1 nomination total,
tt0061844,"Spain, United States",,,
tt0061845,"France, Italy, West Germany",Approved,,
tt0061858,United States,Approved,,
tt0061864,"Italy, Spain",,,
tt0061867,United States,Approved,,
tt0061889,"Spain, Italy",,,
tt0061894,United Kingdom,,,
tt0061916,United Kingdom,Approved,,
tt0061917,United States,Approved,,
tt0061948,United Kingdom,G,,
tt0061952,"Italy, Spain",,,
tt0061956,United Kingdom,,,
tt0061981,Italy,,,
tt0061986,France,,1 nomination,
tt0061992,West Germany,R,2 wins & 3 nominations total,
tt0061995,Italy,,,
tt0062022,West Germany,,,
tt0062030,Italy,,,
tt0062050,Italy,,,
tt0062056,France,,,
tt0062064,"Italy, West Germany",,,
tt0062065,Italy,,,
tt0062078,Italy,,,
tt0062082,"Italy, Spain",Approved,,
tt0062099,"Italy, France",GP,1 nomination,
tt0062107,"Italy, West Germany",,,
tt0062112,United Kingdom,Approved,,
tt0062114,Italy,,,
tt0062120,"France, Italy",,,
tt0062130,Italy,,,
tt0062139,Italy,,,
tt0062151,Italy,,,
tt0062179,"Italy, Spain",G,,
tt0062182,United States,Approved,,
tt0062194,United States,,,
tt0062198,United States,Approved,,
tt0062207,United Kingdom,,1 win,
tt0062218,United States,Approved,,
tt0062229,"France, Italy",GP,1 nomination total,
tt0062235,West Germany,M,,
tt0062249,"Italy, West Germany",X,,
tt0062254,"Italy, Yugoslavia",,,
tt0062257,"Italy, Egypt, Spain",,,
tt0062270,"Spain, Italy",,,
tt0062293,Italy,,1 win & 5 nominations,
tt0062305,Italy,,,
tt0062310,"Italy, France, Algeria",Approved,4 nominations,
tt0062311,Italy,,,
tt0062318,United States,,,
tt0062319,"Italy, Spain",G,,
tt0062325,United States,M/PG,,
tt0062341,"Switzerland, United States",G,,
tt0062342,United States,,,
tt0062350,Italy,,,
tt0062357,"Italy, France",,,
tt0062370,Italy,,3 wins,
tt0062377,"United States, Spain",Approved,Nominated for 1 Oscar. 2 nominations total,
tt0062391,"Italy, Spain",,,
tt0062397,"Italy, France",,,
tt0062408,West Germany,,3 wins & 2 nominations,
tt0062409,"Spain, Italy",,,
tt0062411,Japan,PG,,
tt0062413,Italy,,,
tt0062417,"France, United States",,,
tt0062424,"Italy, West Germany",,,
tt0062429,Italy,,,
tt0062451,"France, Italy",,,
tt0062467,United States,Approved,Nominated for 1 Oscar. 6 nominations total,
tt0062470,Italy,,,
tt0062472,United States,,1 win,
tt0062473,United States,,,
tt0062477,United States,Approved,,
tt0062479,United States,Approved,,
