date,const,title,income,source
1963-11-09,tt0045737,L'assedio delle sette frecce,,"Fedi 1962-63, Calendario 1963"
1963-11-11,tt0050246,Acqua alla gola,,"Fedi 1962-63, Calendario 1963"
1963-11-15,tt0051749,Stalingrado,,"Fedi 1962-63, Calendario 1963"
1963-11-17,tt0053610,Atlas il trionfatore di Atene,,"Fedi 1962-63, Calendario 1963"
1963-11-19,tt0053993,Il cerchio della violenza,,"Fedi 1962-63, Calendario 1963"
1963-11-23,tt0052618,Ben-Hur,,"Fedi 1962-63, Calendario 1963"
1963-11-26,tt0056639,Gli artigli invisibili del dottor Mabuse,,Fedi 1962-63
1963-11-27,tt0050326,Don Chisciotte,,Calendario 1963
1963-11-30,tt0045876,Il trono nero,,"Fedi 1962-63, Calendario 1963"
1963-12-03,tt0052870,La banda di Las Vegas,,"Fedi 1962-63, Calendario 1963"
1963-12-04,tt4221296,Requiem to Massacre (Massacro alle colline nere),,"Fedi 1962-63, Calendario 1963"
1963-12-07,tt0053221,Un dollaro di onore,,"Fedi 1962-63, Calendario 1963"
1963-12-12,tt0054715,I canadesi,,"Fedi 1962-63, Calendario 1963"
1963-12-15,tt0055317,L'erede di Al Capone,,"Fedi 1962-63, Calendario 1963"
1963-12-19,tt0050963,Il cerchio della vendetta,,Fedi 1962-63
1963-12-22,tt0053580,La battaglia di Alamo,,"Fedi 1962-63, Calendario 1963"
1963-12-25,tt0053290,Salomone e la regina di Saba,,"Fedi 1962-63, Calendario 1963"
1963-12-29,tt0054874,La carovana dei coraggiosi,,"Fedi 1962-63, Calendario 1963"
1964-01-01,tt0055518,Teseo contro il minotauro,,"Fedi 1962-63, Calendario 1964"
1964-01-02,tt0053762,Desiderio nella polvere,,"Fedi 1962-63, Calendario 1964"
1964-01-05,tt0055547,Il trionfo di Michele Strogoff,,Calendario 1964
1964-01-06,tt0054875,Il figlio del capitan Blood,,"Fedi 1962-63, Calendario 1964"
1964-01-07,tt0054295,I sette ladri,,"Fedi 1962-63, Calendario 1964"
1964-01-11,tt0053457,La guida indiana,,"Fedi 1962-63, Calendario 1964"
1964-01-13,tt0047924,Missione pericolosa,,"Fedi 1962-63, Calendario 1964"
1964-01-19,tt0054757,I Comanceros,,Calendario 1964
1964-01-22,tt0056604,Totò diabolicus,,Calendario 1964
1964-01-26,tt0035195,La febbre dell'oro nero,,Calendario 1964
1964-01-27,tt0054681,Il grande spettacolo,,Calendario 1964
1964-02-02,tt0056396,Il dominatore dei 7 mari,,Calendario 1964
1964-02-05,tt7252648,Furie rosse,,Calendario 1964
1964-02-07,tt0038108,Nel mar dei Caraibi,,Calendario 1964
1964-02-09,tt0046447,Tormento,,Calendario 1964
1964-02-12,tt0033630,Fra' Diavolo,600,Calendario 1964
1964-02-16,tt0046085,Mogambo,12000,Calendario 1964
1964-02-19,tt0054215,Psyco,,Calendario 1964
1964-02-21,tt0043532,I figli di nessuno,,Fedi 1962-63
1964-02-23,tt0056217,L'uomo che uccise Liberty Valance,,Calendario 1964
1964-02-26,tt0053632,Banditi a Orgosolo,,Calendario 1964
1964-02-29,tt0047408,Rapsodia,12000,Calendario 1964
1964-03-04,tt0054734,Il re dei falsari,600,Calendario 1964
1964-03-08,tt0055963,Fuga da Zahrain,,Calendario 1964
1964-03-11,tt0054926,Un giorno da leoni,,Calendario 1964
1964-03-14,tt0055871,Il falso traditore,,Calendario 1964
1964-03-19,tt0056059,Hatari!,,Calendario 1964
1964-03-22,tt0055544,Il segreto di Montecristo,20000,Calendario 1964
1964-03-25,tt0044205,Donne verso l'ignoto,,Calendario 1964
1964-03-29,tt0056472,I sette gladiatori,,Calendario 1964
1964-04-01,tt0056248,La morte sale in ascensore,,Calendario 1964
1964-04-07,tt0039396,Il cerchio si chiude,,Calendario 1964
1964-04-09,tt0041232,Catene,,Calendario 1964
1964-04-13,tt0038417,Maschere e pugnali,7500,Calendario 1964
1964-04-17,tt0043532,I figli di nessuno,,Calendario 1964
1964-04-24,tt0045943,Giulio Cesare,,Calendario 1964
1964-04-28,tt0043725,L'assedio di Fort Point,,Calendario 1964
1964-05-03,tt0057268,Maciste all'inferno,,Calendario 1964
1964-05-05,tt0044885,Il mercante di Venezia,,Calendario 1964
1964-05-07,tt0056902,Il capitano di ferro,,Calendario 1964
1964-05-13,tt0053226,La strada dei quartieri alti,,Calendario 1964
1964-05-17,tt0266923,Il paladino della corte di Francia,,Calendario 1964
1964-05-20,tt0040720,Il vagabondo della foresta,,Calendario 1964
1964-05-24,tt0139222,I fratelli Corsi,,Calendario 1964
1964-05-30,tt0057629,Ursus gladiatore ribelle,,Calendario 1964
1964-06-03,tt0053142,Guerriglia nella giungla,,Calendario 1964
1964-06-07,tt0057559,"Taras Bulba, il cosacco",,Calendario 1964
1964-06-09,tt0040946,La strega rossa,,Calendario 1964
1964-06-14,tt0057720,Zorro e i tre moschettieri,,Calendario 1964
1964-06-16,tt0032383,La belva umana,,Calendario 1964
1964-06-21,tt0051629,Il forte del massacro,,Calendario 1964
1964-06-28,tt0046789,Lo scudo dei Falworth,,Calendario 1964
1964-07-01,tt0054112,Lo sterminatore del West,,Calendario 1964
1964-07-05,tt0370051,La spada dell'Islam,,Calendario 1964
1964-07-12,tt0057018,Il duca nero,,Calendario 1964
1964-07-19,tt0047366,La principessa del Nilo,,Calendario 1964
1964-07-26,tt0057270,Maciste contro i mostri,,Calendario 1964
1964-08-02,tt0054342,La storia di David,,Calendario 1964
1964-08-10,tt0054943,I bolidi,12000,Calendario 1964
1964-08-11,tt0329089,Follie d'estate,10000,Calendario 1964
1964-08-12,tt0044380,I figli dei moschettieri,43000,Calendario 1964
1964-08-16,tt0055399,Salvatore Giuliano,57000,Calendario 1964
1964-08-19,tt0140905,Delitto implacabile,11000,Calendario 1964
1964-08-21,tt0050113,Tutti i peccati di questo mondo,10000,Calendario 1964
1964-08-23,tt0050381,Le fatiche di Ercole,60000,Calendario 1964
1964-08-26,tt0055422,Il complice segreto,14500,Calendario 1964
1964-08-28,tt0057441,Gli avamposti della gloria,800,Calendario 1964
1964-08-30,tt0055435,Le 7 fatiche di Alì Babà,43000,Calendario 1964
1964-09-02,tt0205714,I 10 del Texas,14000,Calendario 1964
1964-09-04,tt0247383,Oro tragico,8000,Calendario 1964
1964-09-05,tt0045175,Il figlio di Alì Babà,46000,Calendario 1964
1964-09-09,tt0054701,Ponte verso il sole,10000,Calendario 1964
1964-09-12,tt0055356,Il ratto delle sabine,46000,Calendario 1964
1964-09-18,tt0052782,Ercole e la regina di Lidia,65000,Calendario 1964
1964-09-23,tt0055438,L'ombra del gatto,8000,Calendario 1964
1964-09-27,tt0054890,I quattro cavalieri dell'Apocalisse,34000,Calendario 1964
1964-09-29,tt0055018,Suspense,6000,Calendario 1964
1964-10-03,tt0056496,Apache in agguato,41500,Calendario 1964
1964-10-05,tt0054687,Cronaca di un assassinio,8000,Calendario 1964
1964-10-10,tt0057602,Le tre spade di Zorro,45000,Calendario 1964
1964-10-14,tt0055436,7 donne dall'inferno,8000,Calendario 1964
1964-10-17,tt0051398,Il barbaro e la geisha,31000,Calendario 1964
1964-10-21,tt0163606,Gli avvoltoi della metropoli,10000,Calendario 1964
1964-10-24,tt0122600,I magnifici tre,47000,Calendario 1964
1964-10-28,tt0055402,Il grande peccato,7000,Calendario 1964
1964-10-31,tt0056207,Maciste contro i cacciatori di teste,55000,Calendario 1964
1964-11-03,tt0038255,Gli ammutinati di Sing Sing,12000,Calendario 1964
1964-11-04,tt0140357,Colpo alla nuca,3000,Calendario 1964
1964-11-08,tt0056452,Il tesoro del lago d'argento,45000,Calendario 1964
1964-11-14,tt0056447,Storia cinese,44000,Calendario 1964
1964-11-18,tt0057106,Uno dei tre,10000,Calendario 1964
1964-11-22,tt0056440,Gli ammutinati di Samar,47000,Calendario 1964
1964-11-25,tt0049286,Il vendicatore dell'Arizona,12000,Calendario 1964
1964-11-27,tt0037366,Missione segreta,8400,Calendario 1964
1964-11-29,tt0056228,L'uomo dalla maschera di ferro,58000,Calendario 1964
1964-12-02,tt0053644,Ragazzo tuttofare,11000,Calendario 1964
1964-12-06,tt0047013,Il prigioniero della miniera,43000,Calendario 1964
1964-12-09,tt0055851,La città prigioniera,,Calendario 1964
1964-12-11,tt0046189,I Piombi di Venezia,10000,Calendario 1964
1964-12-13,tt0055719,L'eroe di Sparta,64000,Calendario 1964
1964-12-16,tt0054310,Affondate la Bismarck!,8000,Calendario 1964
1964-12-22,tt0162242,Chiamate 22-22 tenente Sheridan,14000,Calendario 1964
1964-12-25,tt0056343,Perseo l'invincibile,92000,Calendario 1964
1964-12-27,tt0057470,Sansone contro i pirati,74000,Calendario 1964
1964-12-30,tt0054934,L'oro dei sette santi,18000,Calendario 1964
1966-01-01,tt0059121,I due toreri,,"NAONIS 1966, Calendario 1966"
1966-01-02,tt0207596,L'indomabile,,"NAONIS 1966, Calendario 1966"
1966-01-05,tt0058140,I giganti di Roma,,"NAONIS 1966, Calendario 1966"
1966-01-08,tt0055928,Agente 007 - Licenza di uccidere,,"NAONIS 1966, Calendario 1966"
1966-01-14,tt0180026,Operazione Tiziano,,"NAONIS 1966, Calendario 1966"
1966-01-15,tt0178516,Goliath e la schiava ribelle,,"NAONIS 1966, Calendario 1966"
1966-01-20,tt0055756,L'implacabile cordobes,,"NAONIS 1966, Calendario 1966"
1966-01-21,tt0061157,La vita agra,,"NAONIS 1966, Calendario 1966"
1966-01-22,tt0055141,Marco Polo,,"NAONIS 1966, Calendario 1966"
1966-01-27,tt0057890,La morte nera,,"NAONIS 1966, Calendario 1966"
1966-01-28,tt0032178,Giuramento di sangue,,"NAONIS 1966, Calendario 1966"
1966-01-29,tt0055377,La rivolta degli schiavi,,"NAONIS 1966, Calendario 1966"
1966-02-03,tt0059248,Il pugno proibito dell'agente Warner,,"NAONIS 1966, Calendario 1966"
1966-02-04,tt0051179,Tamburi di guerra,,"NAONIS 1966, Calendario 1966"
1966-02-05,tt0058742,Da 077: criminali a Hong Kong,,"NAONIS 1966, Calendario 1966"
1966-02-07,tt0414992,Mafiosi a Marsiglia,,"NAONIS 1966, Calendario 1966"
1966-02-09,tt0054969,I fratelli di ferro,,"NAONIS 1966, Calendario 1966"
1966-02-10,tt0043072,I conquistatori della Sirte,,Calendario 1966
1966-02-11,tt0057683,Dove vai sono guai!,,"NAONIS 1966, Calendario 1966"
1966-02-12,tt0058229,In ginocchio da te,,"NAONIS 1966, Calendario 1966"
1966-02-14,tt0043711,Le pistole di Zorro,,"NAONIS 1966, Calendario 1966"
1966-02-16,tt0054755,Vento freddo d'agosto,,"NAONIS 1966, Calendario 1966"
1966-02-17,tt0047501,La strage del 7º Cavalleggeri,,"NAONIS 1966, Calendario 1966"
1966-02-18,tt0059065,Esperimento IS: il mondo si frantuma,,"NAONIS 1966, Calendario 1966"
1966-02-19,tt0058312,"Maciste, gladiatore di Sparta",,"NAONIS 1966, Calendario 1966"
1966-02-21,tt0054236,Tra due donne,,"NAONIS 1966, Calendario 1966"
1966-02-22,tt0056652,Zorro il vendicatore,,"NAONIS 1966, Calendario 1966"
1966-02-23,tt0056894,Rapina al Cairo,,"NAONIS 1966, Calendario 1966"
1966-02-24,tt0056395,Il sentiero dei disperati,,"NAONIS 1966, Calendario 1966"
1966-02-25,tt0047163,La legge contro Billy Kid,,"NAONIS 1966, Calendario 1966"
1966-02-26,tt0186544,Siamo tutti pomicioni,,"NAONIS 1966, Calendario 1966"
1966-02-27,tt0134668,Il gaucho,,"NAONIS 1966, Calendario 1966"
1966-02-28,tt0057155,Horror,,"NAONIS 1966, Calendario 1966"
1966-03-02,tt0055488,Sua Eccellenza si fermò a mangiare,,"NAONIS 1966, Calendario 1966"
1966-03-03,tt0057615,Umorismo in nero,,"NAONIS 1966, Calendario 1966"
1966-03-04,tt0056975,Il grande corsaro,,"NAONIS 1966, Calendario 1966"
1966-03-05,tt0059517,Non son degno di te,,"NAONIS 1966, Calendario 1966"
1966-03-07,tt0296839,I giganti dell'oro nero,,"NAONIS 1966, Calendario 1966"
1966-03-09,tt0054837,La notte e il desiderio,,"NAONIS 1966, Calendario 1966"
1966-03-10,tt0056917,100.000 dollari al sole,,"NAONIS 1966, Calendario 1966"
1966-03-11,tt0044790,I fuorilegge del Kansas,,"NAONIS 1966, Calendario 1966"
1966-03-12,tt0045966,I cavalieri della tavola rotonda,,"NAONIS 1966, Calendario 1966"
1966-03-14,tt0056057,Furto su misura,,"NAONIS 1966, Calendario 1966"
1966-03-16,tt0061344,Oltraggio al pudore,,"NAONIS 1966, Calendario 1966"
1966-03-17,tt0056100,Sulla sabbia è passata la morte,,"NAONIS 1966, Calendario 1966"
1966-03-18,tt0059384,Letti sbagliati,,"NAONIS 1966, Calendario 1966"
1966-03-19,tt0055047,Il re dei re,,"NAONIS 1966, Calendario 1966"
1966-03-21,tt0058452,I disperati della gloria,,"NAONIS 1966, Calendario 1966"
1966-03-23,tt0040636,La città nuda,,"NAONIS 1966, Calendario 1966"
1966-03-24,tt0056448,I fuorilegge della valle solitaria,,"NAONIS 1966, Calendario 1966"
1966-03-26,tt0150548,I figli del leopardo,,"NAONIS 1966, Calendario 1966"
1966-03-28,tt0168201,Super rapina a Milano,,"NAONIS 1966, Calendario 1966"
1966-03-30,tt0056957,Il coltello nella piaga,,"NAONIS 1966, Calendario 1966"
1966-04-01,tt0055252,Il mondo nella mia tasca,,"NAONIS 1966, Calendario 1966"
1966-04-02,tt0054847,El Cid,,"NAONIS 1966, Calendario 1966"
1966-04-04,tt0057540,Il successo,,"NAONIS 1966, Calendario 1966"
1966-04-06,tt0041947,Tarzan e la fontana magica,,"NAONIS 1966, Calendario 1966"
1966-04-09,tt0056556,Taras il magnifico,,"NAONIS 1966, Calendario 1966"
1966-04-11,tt0056939,Il comandante,,"NAONIS 1966, Calendario 1966"
1966-04-15,tt0053365,Londra a mezzanotte,,"NAONIS 1966, Calendario 1966"
1966-04-16,tt0058282,Una lacrima sul viso,,"NAONIS 1966, Calendario 1966"
1966-04-18,tt0055464,Momento selvaggio,,"NAONIS 1966, Calendario 1966"
1966-04-20,tt0060483,Pistole roventi,,"NAONIS 1966, Calendario 1966"
1966-04-21,tt0058407,Le calde amanti di Kyoto,,"NAONIS 1966, Calendario 1966"
1966-04-22,tt0058368,L'ispettore spara a vista,,"NAONIS 1966, Calendario 1966"
1966-04-23,tt0057917,L'uomo che non sapeva amare,,"NAONIS 1966, Calendario 1966"
1966-04-25,tt0057443,La ragazza che sapeva troppo,,"NAONIS 1966, Calendario 1966"
1966-04-27,tt0138782,Operazione terzo uomo,,"NAONIS 1966, Calendario 1966"
1966-04-28,tt0054770,L'ombra della vendetta,,"NAONIS 1966, Calendario 1966"
1966-04-29,tt0059107,Il gigante della roccia del falco,,NAONIS 1966
1966-04-30,tt0057891,1000 dollari per un Winchester,,"NAONIS 1966, Calendario 1966"
1966-05-02,tt0055935,Rififi a Tokyo,,"NAONIS 1966, Calendario 1966"
1966-05-04,tt0057840,"Tempo di guerra, tempo d'amore",,"NAONIS 1966, Calendario 1966"
1966-05-05,tt0172416,F.B.I. operazione Baalbeck,,"NAONIS 1966, Calendario 1966"
1966-05-07,tt0059836,24 ore per uccidere,,"NAONIS 1966, Calendario 1966"
1966-05-09,tt0041361,Il ritorno del kentuckiano,,"NAONIS 1966, Calendario 1966"
1966-05-11,tt0058283,Un giorno di terrore,,"NAONIS 1966, Calendario 1966"
1966-05-12,tt0055906,Diciottenni al sole,,"NAONIS 1966, Calendario 1966"
1966-05-13,tt0039737,Notte senza fine,,"NAONIS 1966, Calendario 1966"
1966-05-14,tt0055865,La congiura dei dieci,,"NAONIS 1966, Calendario 1966"
1966-05-16,tt0057303,L'omicida,,"NAONIS 1966, Calendario 1966"
1966-05-18,tt0054671,Battaglia sulla spiaggia insanguinata,,"NAONIS 1966, Calendario 1966"
1966-05-19,tt0056268,I misteri di Parigi,,"NAONIS 1966, Calendario 1966"
1966-05-21,tt0195173,I predoni del Sahara,,"NAONIS 1966, Calendario 1966"
1966-05-22,tt0051364,Estasi d'amore - Operazione Love,,"NAONIS 1966, Calendario 1966"
1966-05-23,tt0056953,Agente Coplan: missione spionaggio,,"NAONIS 1966, Calendario 1966"
1966-05-25,tt0057294,Le massaggiatrici,,"NAONIS 1966, Calendario 1966"
1966-05-28,tt0058712,"Ursus, il terrore dei kirghisi",,"NAONIS 1966, Calendario 1966"
1966-05-30,tt0210354,I temibili 7,,NAONIS 1966
1966-06-01,tt0060790,Password: Uccidete agente Gordon,,"NAONIS 1966, Calendario 1966"
1966-06-02,tt0050497,I filibustieri dei mari del sud,,"NAONIS 1966, Calendario 1966"
1966-06-04,tt0059098,Sfida a Rio Bravo,,"NAONIS 1966, Calendario 1966"
1966-06-05,tt0056048,La donna che inventò lo strip-tease,,NAONIS 1966
1966-06-06,tt0056375,Normandia anno '43,,"NAONIS 1966, Calendario 1966"
1966-06-08,tt0380028,Tokio: divisione criminale,,"NAONIS 1966, Calendario 1966"
1966-06-09,tt0052415,I giovani leoni,,"NAONIS 1966, Calendario 1966"
1966-06-11,tt0056485,La schiava di Bagdad,,"NAONIS 1966, Calendario 1966"
1966-06-14,tt0122597,Maciste contro Ercole nella valle dei guai ( I due pretoriani),,NAONIS 1966
1966-06-16,tt0137795,Il grande bluff,,"NAONIS 1966, Calendario 1966"
1966-06-17,tt0353260,Assassino sulla Costa Azzurra,,"NAONIS 1966, Calendario 1966"
1966-06-18,tt0056470,Tre contro tutti,,"NAONIS 1966, Calendario 1966"
1966-06-20,tt0055214,Il dubbio,,"NAONIS 1966, Calendario 1966"
1966-06-22,tt0055484,La camera blindata,,"NAONIS 1966, Calendario 1966"
1966-06-25,tt0290240,Il magnifico gladiatore,,"NAONIS 1966, Calendario 1966"
1966-06-27,tt0051349,L'urlo di guerra degli apaches,,"NAONIS 1966, Calendario 1966"
1966-06-29,tt0059323,Italiani brava gente,,"NAONIS 1966, Calendario 1966"
1966-07-01,tt0060049,5 tombe per un medium,,"NAONIS 1966, Calendario 1966"
1966-07-02,tt0058885,002 agenti segretissimi,,"NAONIS 1966, Calendario 1966"
1966-07-04,tt0199301,Adolescenti al sole,,"NAONIS 1966, Calendario 1966"
1966-07-08,tt0051984,Nel blu dipinto di blu,,"NAONIS 1966, Calendario 1966"
1966-07-09,tt0057357,Saladino,,"NAONIS 1966, Calendario 1966"
1966-07-14,tt0055260,I senza paura,,"NAONIS 1966, Calendario 1966"
1966-07-15,tt0256102,La città vietata,,"NAONIS 1966, Calendario 1966"
1966-07-16,tt0048090,Orizzonte di fuoco,,"NAONIS 1966, Calendario 1966"
1966-07-23,tt0055717,Una vergine per il bandito,,"NAONIS 1966, Calendario 1966"
1966-07-25,tt0056601,L'uomo che vinse la morte,,"NAONIS 1966, Calendario 1966"
1966-07-27,tt0055759,Arsenio Lupin contro Arsenio Lupin,,"NAONIS 1966, Calendario 1966"
1966-07-30,tt0058777,Zulu,,"NAONIS 1966, Calendario 1966"
1966-08-01,tt0179881,Intrigo a Los Angeles,,"NAONIS 1966, Calendario 1966"
1966-08-03,tt0057278,Maigret e i gangsters,,"NAONIS 1966, Calendario 1966"
1966-08-05,tt0052865,Guardatele ma non toccatele,,"NAONIS 1966, Calendario 1966"
1966-08-06,tt0058121,I rinnegati di Fort Grant,,"NAONIS 1966, Calendario 1966"
1966-08-08,tt0051201,Testimone d'accusa,,"NAONIS 1966, Calendario 1966"
1966-08-10,tt0056724,Zorro alla corte di Spagna,,"NAONIS 1966, Calendario 1966"
1966-08-12,tt0058717,La violenza è la mia legge,,"NAONIS 1966, Calendario 1966"
1966-08-13,tt0046731,Attila,,"NAONIS 1966, Calendario 1966"
1966-08-15,tt0058534,Il cantante del luna park,,"NAONIS 1966, Calendario 1966"
1966-08-16,tt0057629,Ursus gladiatore ribelle,,"NAONIS 1966, Calendario 1966"
1966-08-17,tt0056377,Rapina al campo 3,,"NAONIS 1966, Calendario 1966"
1966-08-19,tt0058706,Chiamate Scotland Yard 0075,,"NAONIS 1966, Calendario 1966"
1966-08-20,tt0059681,Saul e David,,"NAONIS 1966, Calendario 1966"
1966-08-22,tt0056665,La voglia matta,,"NAONIS 1966, Calendario 1966"
1966-08-28,tt0059800,Agente 007 - Thunderball: operazione tuono,,"NAONIS 1966, Calendario 1966"
1966-08-29,tt0058480,Le più belle truffe del mondo,,"NAONIS 1966, Calendario 1966"
1966-08-31,tt0158462,Amore mio,,"NAONIS 1966, Calendario 1966"
1966-09-02,tt0191629,Viale della canzone,,NAONIS 1966
1966-09-03,tt0057078,La frusta e il corpo,,"NAONIS 1966, Calendario 1966"
1966-09-04,tt0056871,L'impero dell'odio,,"NAONIS 1966, Calendario 1966"
1966-09-08,tt0054870,Il federale,,"NAONIS 1966, Calendario 1966"
1966-09-09,tt0059869,Via Veneto,,"NAONIS 1966, Calendario 1966"
1966-09-10,tt0059784,Te lo leggo negli occhi,,"NAONIS 1966, Calendario 1966"
1966-09-12,tt0251420,Spia S.05 missione infernale,,"NAONIS 1966, Calendario 1966"
1966-09-14,tt0173831,Un figlio d'oggi,,"NAONIS 1966, Calendario 1966"
1966-09-15,tt0050625,L'ultimo dei banditi,,"NAONIS 1966, Calendario 1966"
1966-09-16,tt0046231,Recoil,,"NAONIS 1966, Calendario 1966"
1966-09-17,tt0057179,L'incendio di Roma,,"NAONIS 1966, Calendario 1966"
1966-09-19,tt0056710,I giovani fucili del Texas,,"NAONIS 1966, Calendario 1966"
1966-09-19,tt0057396,Giorni caldi a Palm Springs,,NAONIS 1966
1966-09-22,tt0058073,La rivolta di Frankenstein,,"NAONIS 1966, Calendario 1966"
1966-09-23,tt0056632,Missione in oriente - Il brutto americano,,"NAONIS 1966, Calendario 1966"
1966-09-24,tt0059862,La vendetta di Spartacus,,"NAONIS 1966, Calendario 1966"
1966-09-26,tt0197997,La vedovella,,"NAONIS 1966, Calendario 1966"
1966-09-28,tt0057688,Tra moglie e marito,,"NAONIS 1966, Calendario 1966"
1966-10-01,tt0061599,Due marines e un generale,,"NAONIS 1966, Calendario 1966"
1966-10-03,tt0056107,L'isola di Arturo,,"NAONIS 1966, Calendario 1966"
1966-10-05,tt0059773,La doppia vita di Sylvia West,,"NAONIS 1966, Calendario 1966"
1966-10-06,tt0060070,Adulterio all'italiana,,"NAONIS 1966, Calendario 1966"
1966-10-07,tt0044419,Il grande cielo,,"NAONIS 1966, Calendario 1966"
1966-10-08,tt0060916,Rose rosse per Angelica,,"NAONIS 1966, Calendario 1966"
1966-10-10,tt0051420,La freccia di fuoco,,"NAONIS 1966, Calendario 1966"
1966-10-13,tt0057087,Sparate al drago verde,,"NAONIS 1966, Calendario 1966"
1966-10-14,tt0154461,...e la donna creò l'amore,,"NAONIS 1966, Calendario 1966"
1966-10-15,tt0058202,Minnesota Clay,,"NAONIS 1966, Calendario 1966"
1966-10-17,tt0046735,Avanzi di galera,,"NAONIS 1966, Calendario 1966"
1966-10-19,tt0059638,L'armata delle belve,,"NAONIS 1966, Calendario 1966"
1966-10-20,tt0050772,Club di gangsters,,"NAONIS 1966, Calendario 1966"
1966-10-21,tt0048947,Anastasia,,"NAONIS 1966, Calendario 1966"
1966-10-22,tt0058525,Rio Conchos,,"NAONIS 1966, Calendario 1966"
1966-10-24,tt0056951,La finestra della morte,,"NAONIS 1966, Calendario 1966"
1966-10-26,tt0061628,Veneri in collegio,,"NAONIS 1966, Calendario 1966"
1966-10-27,tt0058879,Agente S03 operazione Atlantide,,"NAONIS 1966, Calendario 1966"
1966-10-28,tt0239594,Marines Battleground,,"NAONIS 1966, Calendario 1966"
1966-10-29,tt0268576,A 117 colpo grosso a Los Angeles,,NAONIS 1966
1966-10-30,tt0056937,Cleopatra,,"NAONIS 1966, Calendario 1966"
1966-11-02,tt0053018,"Larry, agente segreto",,"NAONIS 1966, Calendario 1966"
1966-11-03,tt0276239,La vendetta di Zorro,,"NAONIS 1966, Calendario 1966"
1966-11-05,tt0057343,Le avventure di Scaramouche,,"NAONIS 1966, Calendario 1966"
1966-11-07,tt0057676,Lo strangolatore di Londra,,"NAONIS 1966, Calendario 1966"
1966-11-09,tt0136975,Le sirene urlano i mitra sparano,,"NAONIS 1966, Calendario 1966"
1966-11-10,tt0309749,Jusqu'à plus soif (X 3 chiamate Brigitte),,"NAONIS 1966, Calendario 1966"
1966-11-11,tt0051581,I rinnegati dell'isola misteriosa,,"NAONIS 1966, Calendario 1966"
1966-11-12,tt0058883,Agente S3S: operazione Uranio,,"NAONIS 1966, Calendario 1966"
1966-11-12,tt0043072,I conquistatori della Sirte,,NAONIS 1966
1966-11-14,tt0057151,Spionaggio senza frontiere,,"NAONIS 1966, Calendario 1966"
1966-11-16,tt0057914,Watabanga!,,"NAONIS 1966, Calendario 1966"
1966-11-18,tt0062409,Tecnica di una spia,,"NAONIS 1966, Calendario 1966"
1966-11-19,tt0058089,Fantomas 70,,"NAONIS 1966, Calendario 1966"
1966-11-21,tt0042531,Romantico avventuriero,,NAONIS 1966
1966-11-25,tt0059828,I tre sergenti del Bengala,,"NAONIS 1966, Calendario 1966"
1966-11-26,tt0058461,Per un pugno di dollari,,"NAONIS 1966, Calendario 1966"
1966-11-28,tt0051482,Cole il fuorilegge,,"NAONIS 1966, Calendario 1966"
1966-11-30,tt0058166,Cannoni a batasi,,"NAONIS 1966, Calendario 1966"
1966-12-02,tt0058158,Il triangolo circolare,,"NAONIS 1966, Calendario 1966"
1966-12-03,tt0056867,Vento infuocato del Texas,,"NAONIS 1966, Calendario 1966"
1966-12-05,tt0056220,Sinfonia per un sadico,,"NAONIS 1966, Calendario 1966"
1966-12-07,tt0053752,Furto alla banca d'Inghilterra,,"NAONIS 1966, Calendario 1966"
1966-12-08,tt0058866,A 008 operazione sterminio,,"NAONIS 1966, Calendario 1966"
1966-12-09,tt0048973,Baby doll - La bambola viva,,"NAONIS 1966, Calendario 1966"
1966-12-10,tt0057979,Se sparo... ti uccido,,"NAONIS 1966, Calendario 1966"
1966-12-10,tt0059356,Kid Rodelo,,NAONIS 1966
1966-12-11,tt0059868,Una ragazza da sedurre,,"NAONIS 1966, Calendario 1966"
1966-12-12,tt0059627,Questa volta parliamo di uomini,,"NAONIS 1966, Calendario 1966"
1966-12-14,tt0053780,Dolci inganni,,"NAONIS 1966, Calendario 1966"
1966-12-17,tt0059690,Se non avessi più te,,"NAONIS 1966, Calendario 1966"
1966-12-19,tt0052749,C'era una volta un piccolo naviglio,,"NAONIS 1966, Calendario 1966"
1966-12-21,tt0279860,Le sorelle di Zorro,,"NAONIS 1966, Calendario 1966"
1966-12-22,tt0166150,Con rispetto parlando,,"NAONIS 1966, Calendario 1966"
1966-12-23,tt0037522,Gli eroi del Pacifico - La pattuglia invisibile,,"NAONIS 1966, Calendario 1966"
1966-12-24,tt0059760,Uno straniero a Sacramento,,"NAONIS 1966, Calendario 1966"
1966-12-26,tt0057570,Il terrore dei mantelli rossi,,"NAONIS 1966, Calendario 1966"
1966-12-27,tt0059317,"Io uccido, tu uccidi",,"NAONIS 1966, Calendario 1966"
1966-12-28,tt0057667,Il muro dei dollari,,"NAONIS 1966, Calendario 1966"
1966-12-30,tt0058859,2+5: Missione Hydra,,"NAONIS 1966, Calendario 1966"
1966-12-31,tt0060353,I due sanculotti,,"NAONIS 1966, Calendario 1966"
1967-01-01,tt0060353,I due sanculotti,,Calendario 1967
1967-01-03,tt0058567,6 donne per l'assassino,,Calendario 1967
1967-01-04,tt0143088,Desideri nel sole,,Calendario 1967
1967-01-06,tt0351661,Rita,,Calendario 1967
1967-01-10,tt0057384,Gli onorevoli,,Calendario 1967
1967-01-12,tt0057083,L'idolo di Acapulco,,Calendario 1967
1967-01-13,tt0060140,Sciarada per quattro spie,,Calendario 1967
