date,const,title,income,source
1971-10-26,tt0063658,Le calde palme di rio,,Lorraine 1970-71
1971-10-27,tt0063419,Passa Sartana... è l'ombra della tua morte,,Lorraine 1970-71
1971-10-28,tt0055254,La carica dei cento e uno,,Lorraine 1970-71
1971-10-29,tt0059543,2 gangsters ad est di Bora Bora,,Lorraine 1970-71
1971-10-31,tt0062742,Due occhi di ghiaccio,,Lorraine 1970-71
1971-11-01,tt0056507,Solo contro Roma,,Lorraine 1970-71
1971-11-03,tt0144626,Il suo nome gridava vendetta,,Lorraine 1970-71
1971-11-05,tt0045614,Cavalleria rusticana,,Lorraine 1970-71
1971-11-07,tt0065126,Il Grinta,,Lorraine 1970-71
1971-11-09,tt0159359,5 marines per 100 ragazze,,Lorraine 1970-71
1971-11-12,tt0064193,Circolo vizioso,,Lorraine 1970-71
1971-11-14,tt0208973,Una forca per un bastardo,,Lorraine 1970-71
1971-11-16,tt0065460,La belva,,Lorraine 1970-71
1971-11-17,tt0066333,Sartana nella valle degli avvoltoi,,Lorraine 1970-71
1971-11-18,tt0063848,Gangster Love,,Lorraine 1970-71
1971-11-21,tt0065079,Ucciderò Willie Kid,,Lorraine 1970-71
1971-11-23,tt0062861,Diabolik,,Lorraine 1970-71
1971-11-24,tt0056893,L'ombra di Zorro,,Lorraine 1970-71
1971-11-26,tt0061404,Bill il taciturno,,Lorraine 1970-71
1971-11-28,tt0063501,La resa dei conti,,Lorraine 1970-71
1971-11-30,tt0063746,L'uomo venuto per uccidere,,Lorraine 1970-71
1971-12-01,tt0060926,009 Joe Tempesta,,Lorraine 1970-71
1971-12-02,tt0044188,L'uomo perduto,,Lorraine 1970-71
1971-12-04,tt0062107,Pecos è qui: prega e muori!,,Lorraine 1970-71
1971-12-05,tt0064069,Barbagia (La società del malessere),,Lorraine 1970-71
1971-12-07,tt0058061,Ercole contro Roma,,Lorraine 1970-71
1971-12-08,tt0064217,Ultima notte a Cottonwood,,Lorraine 1970-71
1971-12-11,tt0059707,7 uomini d'oro,,Lorraine 1970-71
1971-12-12,tt0063799,Una meravigliosa realtà,,Lorraine 1970-71
1971-12-14,tt0151422,Ma che musica maestro,,Lorraine 1970-71
1971-12-15,tt0201046,Un gettone per il patibolo,,Lorraine 1970-71
1971-12-19,tt0062655,L'amante di Gramigna,,Lorraine 1970-71
1971-12-21,tt0067022,I due maghi del pallone,,Lorraine 1970-71
1971-12-22,tt0050356,Duello nell'Atlantico,,Lorraine 1970-71
1971-12-24,tt0062799,Chimera,,Lorraine 1970-71
1971-12-25,tt0066312,"Rosolino Paternò, soldato...",,Lorraine 1970-71
1971-12-26,tt0060196,"Il buono, il brutto, il cattivo",,Lorraine 1970-71
1971-12-28,tt0064576,In fondo al buio,,Lorraine 1970-71
1971-12-29,tt0055562,L'astronave fantasma,,Lorraine 1970-71
1972-01-02,tt0059760,Uno straniero a Sacramento,35000,Calendario 1972
1972-01-04,tt0062925,La battaglia del talismano verde,2600,Calendario 1972
1972-01-06,tt0159150,Zum zum zum,62000,Calendario 1972
1972-01-09,tt0064782,La ballata della città senza nome,3800,Calendario 1972
1972-01-11,tt0065246,Zorro marchese di Navarra,10500,Calendario 1972
1972-01-12,tt0066039,La mano,2000,Calendario 1972
1972-01-15,tt0059038,5 dollari per Ringo,36000,Calendario 1972
1972-01-20,tt0067511,Gli occhi freddi della paura,7000,Calendario 1972
1972-01-21,tt0057086,La furia dei barbari,9500,Calendario 1972
1972-01-23,tt0056226,"Marte, dio della guerra",40000,Calendario 1972
1972-01-25,tt0052318,Peccatori in blue jeans,4000,Calendario 1972
1972-01-26,tt0066384,Tropis - Uomo o scimmia?,2000,Calendario 1972
1972-01-28,tt0058983,Il boia scarlatto,6000,Calendario 1972
1972-01-30,tt0065032,La notte dell'agguato,34000,Calendario 1972
1972-02-01,tt0061438,Calibro 38,7000,Calendario 1972
1972-02-02,tt0065153,Una vedova tutta d'oro,3000,Calendario 1972
1972-02-04,tt0061429,Quién sabe?,6000,Calendario 1972
1972-02-06,tt0059578,Per qualche dollaro in più,49500,Calendario 1972
1972-02-09,tt0065071,"Zan, re della giungla",2000,Calendario 1972
1972-02-13,tt0062914,I 2 pompieri,23000,Calendario 1972
1972-02-15,tt0063484,Ti darò un posto all'inferno,7000,Calendario 1972
1972-02-16,tt0122779,La vendetta di Ursus,10000,Calendario 1972
1972-02-18,tt0065905,Il castello dalle porte di fuoco,21000,Calendario 1972
1972-02-20,tt0216546,Arrivano Django e Sartana... è la fine,36000,Calendario 1972
1972-02-23,tt0065640,Il dio serpente,7500,Calendario 1972
1972-02-24,tt0197790,Questo sporco mondo meraviglioso,2000,Calendario 1972
1972-02-27,tt0161397,Un caso di coscienza,34000,Calendario 1972
1972-03-01,tt0058311,Maciste e la regina di Samar,7000,Calendario 1972
1972-03-02,tt0062976,5 marines per Singapore,1500,Calendario 1972
1972-03-05,tt0058709,Là dove scende il sole,45000,Calendario 1972
1972-03-07,tt0061776,Un uomo e una colt,6000,Calendario 1972
1972-03-10,tt0063249,Lucrezia,5000,Calendario 1972
1972-03-16,tt0891576,I disperati di Cuba,900,Calendario 1972
1972-03-17,tt0028345,La fuga di Tarzan,5500,Calendario 1972
1972-03-19,tt0215321,Vendo cara la pelle,38000,Calendario 1972
1972-03-21,tt0057629,Ursus gladiatore ribelle,7000,Calendario 1972
1972-03-24,tt0055182,La congiura dei potenti,2700,Calendario 1972
1972-03-26,tt0059538,Surehand (Mano veloce),37000,Calendario 1972
1972-03-28,tt0062311,Straniero... fatti il segno della croce!,6000,Calendario 1972
1972-03-29,tt0056358,Ponzio Pilato,,Calendario 1972
1972-04-02,tt0139554,Il ragazzo che sorride,60000,Calendario 1972
1972-04-05,tt0060965,7 magnifiche pistole,4000,Calendario 1972
1972-04-07,tt0065060,T'ammazzo!... Raccomandati a Dio,4000,Calendario 1972
1972-04-11,tt0200096,Se vuoi vivere... spara!,7000,Calendario 1972
1972-04-14,tt0065515,Il cadavere dagli artigli d'acciaio,6000,Calendario 1972
1972-04-16,tt0038967,L'erede di Robin Hood,30000,Calendario 1972
1972-04-19,tt0058165,Sfida nella valle dei Comanche,6000,Calendario 1972
1972-04-23,tt0057604,I tre implacabili,26500,Calendario 1972
1972-04-30,tt0058114,6 pallottole per Ringo Kid,26000,Calendario 1972
1972-05-05,tt0066502,L'uomo venuto da Chicago,4000,Calendario 1972
1972-05-07,tt0064186,Così dolce... così perversa,25000,Calendario 1972
1972-05-10,tt0056902,Il capitano di ferro,2100,Calendario 1972
1972-05-11,tt0064030,Anna dei mille giorni,26000,Calendario 1972
1972-05-13,tt0058543,Sansone e il tesoro degli Incas,34000,Calendario 1972
1972-05-17,tt0058858,Colpo grosso a Manila,700,Calendario 1972
1972-05-19,tt0060697,1000 dollari sul nero,7000,Calendario 1972
1972-05-21,tt0062064,L'odio è il mio Dio,22500,Calendario 1972
1972-05-23,tt0064727,Il trono di fuoco,2500,Calendario 1972
1972-05-30,tt0047490,Il re dei barbari,1000,Calendario 1972
1972-06-01,tt0066271,Quelli belli... siamo noi,15000,Calendario 1972
1972-06-03,tt0065496,"Brucia ragazzo, brucia",17000,Calendario 1972
1972-06-08,tt0062629,A Ghentar si muore facile,1000,Calendario 1972
1972-06-12,tt0063846,Zorro il cavaliere della vendetta,25000,Calendario 1972
1972-06-13,tt0060978,7 dollari sul rosso,1000,Calendario 1972
1972-06-15,tt0063813,Voltati... ti uccido!,45000,Calendario 1972
1972-06-16,tt0057268,Maciste all'inferno,600,Calendario 1972
1972-06-18,tt0157361,"Bastardo, vamos a matar",18000,Calendario 1972
1972-06-20,tt0063191,"Dio me l'ha data, guai a chi la tocca",2500,Calendario 1972
1972-06-22,tt0057484,Il segno di Zorro,5000,Calendario 1972
1972-06-25,tt0064818,Uno straniero a Paso Bravo,18000,Calendario 1972
1972-06-28,tt0059618,"Django, killer per onore",600,Calendario 1972
1972-07-02,tt0059852,L'uomo mascherato contro il corsaro nero,20000,Calendario 1972
1972-07-04,tt0056867,Vento infuocato del Texas,2000,Calendario 1972
1972-07-09,tt0047188,Una pistola che canta,16000,Calendario 1972
1972-07-11,tt0063528,Requiem per un gringo,1600,Calendario 1972
1972-07-12,tt0145020,"Karzan, il favoloso uomo della jungla",5000,Calendario 1972
1972-07-14,tt0067727,Terrore cieco,25000,Calendario 1972
1972-07-16,tt0058689,Il trionfo di Ercole,24000,Calendario 1972
1972-07-17,tt0064031,Don Franco e Don Ciccio nell'anno della contestazione,6000,Calendario 1972
1972-07-20,tt0198859,O tutto o niente,,Calendario 1972
1972-07-23,tt0050921,Il colosso di Bagdad,30000,Calendario 1972
1972-07-25,tt0183449,Maciste contro i Mongoli,5000,Calendario 1972
1972-07-26,tt0182379,Una questione d'onore,3000,Calendario 1972
1972-07-28,tt0066064,Uomini e filo spinato,1800,Calendario 1972
1972-07-30,tt0271489,Ercole l'invincibile,34000,Calendario 1972
1972-08-01,tt0053346,Il terrore dei barbari,5000,Calendario 1972
1972-08-02,tt0062429,Vado... l'ammazzo e torno,4500,Calendario 1972
1972-08-04,tt0067128,Carter,3000,Calendario 1972
1972-08-06,tt0059121,I due toreri,44500,Calendario 1972
1972-08-08,tt0060084,Pochi dollari per Django,6000,Calendario 1972
1972-08-09,tt0060978,7 dollari sul rosso,1500,Calendario 1972
1972-08-20,tt0235608,Batwoman - L'invincibile superdonna,41000,Calendario 1972
1972-08-27,tt0050381,Le fatiche di Ercole,45000,Calendario 1972
1972-08-29,tt0153552,"Vino, whisky e acqua salata",7000,Calendario 1972
1972-08-30,tt0144626,Il suo nome gridava vendetta,7000,Calendario 1972
1972-08-31,tt0058938,Le bambole,8000,Calendario 1972
1972-09-01,tt0146365,Le francesi si confessano,3000,Calendario 1972
1972-09-03,tt0063724,Le dolcezze del peccato,26000,Calendario 1972
1972-09-05,tt0061487,El Cisco,9000,Calendario 1972
1972-09-06,tt0068323,Non predicare... spara!,7000,Calendario 1972
1972-09-07,tt0045992,Il diario di un condannato (Sotto il Sole Rovente),5000,Calendario 1972
1972-09-10,tt0056439,Salambò,39000,Calendario 1972
1972-09-12,tt0073708,Ti pagherò col piombo,15000,Calendario 1972
1972-09-13,tt0165688,Cjamango,7000,Calendario 1972
1972-09-17,tt0065248,Zorro la maschera della vendetta,40000,Calendario 1972
1972-09-19,tt0056451,Lo sceicco rosso,5000,Calendario 1972
1972-09-27,tt0175634,Il furto è l'anima del commercio!?...,7000,Calendario 1972
1972-09-28,tt0065642,"Dingus, quello sporco individuo",46000,Calendario 1972
1972-10-01,tt0066764,Anche per Django le carogne hanno un prezzo,34000,Calendario 1972
1972-10-04,tt0182892,La gatta giapponese,6000,Calendario 1972
1972-10-05,tt0053345,Il terrore della maschera rossa,5000,Calendario 1972
1972-10-08,tt0057197,Gli Argonauti,35000,Calendario 1972
1972-10-10,tt0054416,Il mostro di Londra,7000,Calendario 1972
1972-10-11,tt0053045,Imputazione omicidio,4000,Calendario 1972
1972-10-12,tt0043678,L'uomo di ferro,2000,Calendario 1972
1972-10-13,tt0062310,Lo straniero,5000,Calendario 1972
1972-10-15,tt0057500,L'avventuriero di re Artù,29000,Calendario 1972
1972-10-17,tt0066834,Criniera selvaggia,4000,Calendario 1972
1972-10-18,tt0064205,Come rubare un quintale di diamanti in Russia,2000,Calendario 1972
1972-10-26,tt0059024,Ossessione nuda,3000,Calendario 1972
1972-10-27,tt0185891,Assalto al tesoro di stato,5500,Calendario 1972
1972-10-28,tt0069962,Vamos a matar Sartana,28000,Calendario 1972
1972-11-01,tt0053351,Cordura,16000,Calendario 1972
1972-11-03,tt0064303,La ragazza condannata al piacere,7000,Calendario 1972
1972-11-05,tt0045966,I cavalieri della tavola rotonda,20000,Calendario 1972
1972-11-07,tt0064662,La spietata legge del ribelle,4000,Calendario 1972
1972-11-09,tt0195133,Per un dollaro a Tucson si muore,4000,Calendario 1972
1972-11-12,tt0054263,Saffo - Venere di Lesbo,5000,Calendario 1972
1972-11-14,tt0051114,La vera storia di Jess il bandito,2000,Calendario 1972
1972-11-17,tt0065571,Il conformista,3000,Calendario 1972
1972-11-19,tt0059958,Danza di guerra per Ringo,26000,Calendario 1972
1972-11-21,tt0056652,Zorro il vendicatore,4000,Calendario 1972
1972-11-22,tt0057105,"Giulio Cesare, il conquistatore delle Gallie",3000,Calendario 1972
1972-11-24,tt0057402,Le calde notti di Parigi,9000,Calendario 1972
1972-11-26,tt0063568,Se incontri Sartana prega per la tua morte,23000,Calendario 1972
1972-12-09,tt0066011,Love Story,92000,Calendario 1972
1972-12-12,tt0057270,Maciste contro i mostri,10000,Calendario 1972
1972-12-13,tt0159819,Veneri al sole,7000,Calendario 1972
1972-12-15,tt0066001,Lo specchio delle spie,3000,Calendario 1972
1972-12-17,tt0057259,Le lunghe navi,27500,Calendario 1972
1972-12-23,tt0065486,Borsalino,30000,Calendario 1972
1972-12-25,tt0066829,Bianco rosso e...,90000,Calendario 1972
1972-12-28,tt0073708,Ti pagherò col piombo,,Calendario 1972
1972-12-29,tt0054850,Ercole al centro della Terra,12000,Calendario 1972
1972-12-31,tt0065900,Io non scappo... fuggo,36000,Calendario 1972
1973-01-01,tt0056172,Lawrence d'Arabia,,Calendario 1972
1973-01-04,tt0052670,Capitan Fuoco,9000,Calendario 1973
1973-01-06,tt0056172,Lawrence d'Arabia,42000,Calendario 1973
1973-01-07,tt0053128,Le notti di Lucrezia Borgia,28000,Calendario 1973
1973-01-09,tt0061593,"Ringo, il cavaliere solitario",11000,Calendario 1973
1973-01-12,tt0058632,I 4 volti della vendetta,9000,Calendario 1973
1973-01-14,tt0046789,Lo scudo dei Falworth,45000,"Calendario 1972, Calendario 1973"
1973-01-16,tt0064979,7 giorni di terrore,4000,Calendario 1973
1973-01-21,tt0139222,I fratelli Corsi,42000,"Calendario 1972, Calendario 1973"
1973-01-23,tt0057038,L'eroe di Babilonia,6500,Calendario 1973
1973-01-24,tt0052123,La rivolta dei gladiatori,8000,Calendario 1973
1973-01-25,tt0061404,Bill il taciturno,5000,Calendario 1973
1973-01-28,tt0057908,Cadavere per signora,,Calendario 1972
1973-01-30,tt0062763,Buckaroo (Il winchester che non perdona),6000,Calendario 1973
1973-01-31,tt0063728,Vortice di sabbia,2000,Calendario 1973
1973-02-01,tt0055885,Il tiranno di Siracusa,10000,Calendario 1973
1973-02-04,tt0059219,Gengis Khan il conquistatore,36000,Calendario 1973
1973-02-07,tt0057470,Sansone contro i pirati,9000,Calendario 1973
1973-02-08,tt0060315,Django,11000,Calendario 1973
1973-02-09,tt0185465,Maschi e femmine,7000,Calendario 1973
1973-02-11,tt0043052,Indianapolis,24000,Calendario 1973
1973-02-13,tt0043746,Artiglio insaguinato,11500,Calendario 1973
1973-02-16,tt0065698,Omicidio al 17 piano,4000,Calendario 1973
1973-02-22,tt0067260,7 cadaveri per Scotland Yard,4500,Calendario 1973
1973-02-24,tt0068347,Gli scassinatori,,Calendario 1973
1973-02-25,tt0152074,Principe coronato cercasi per ricca ereditiera,40000,Calendario 1973
1973-03-06,tt0055548,La vendetta dei moschettieri,6500,Calendario 1973
1973-03-08,tt0057270,Maciste contro i mostri,10000,Calendario 1973
1973-03-09,tt0154469,Vado in guerra a far quattrini,2000,Calendario 1973
1973-03-11,tt0067932,Venga a prendere il caffè... da noi,30000,Calendario 1973
1973-03-13,tt0065070,"Tarzana, sesso selvaggio",6000,Calendario 1973
1973-03-16,tt0059804,Jessy non perdona... uccide,3600,Calendario 1973
1973-03-18,tt0058262,Contratto per uccidere,20000,Calendario 1973
1973-03-19,tt0063308,"Un minuto per pregare, un istante per morire",36000,Calendario 1973
1973-03-21,tt0062904,Due croci a Danger Pass,3000,Calendario 1973
1973-03-27,tt0063747,"Un uomo, un cavallo, una pistola",4000,Calendario 1973
1973-03-29,tt0203865,Sedia elettrica,4000,Calendario 1973
1973-04-01,tt0061563,El desperado,32000,Calendario 1973
1973-04-03,tt0064611,Una lunga fila di croci,700,Calendario 1973
1973-04-04,tt0061014,Le spie vengono dal semifreddo,3000,Calendario 1973
1973-04-11,tt0061411,Il mostro di sangue,1600,Calendario 1973
1973-04-15,tt0066268,Quando le donne avevano la coda,32000,Calendario 1973
1973-04-22,tt0066984,La spina dorsale del diavolo,54000,Calendario 1973
1973-05-04,tt0063123,Il giovane selvaggio,2000,Calendario 1973
1973-05-05,tt0183428,Luana la figlia delle foresta vergine,3000,Calendario 1973
1973-05-06,tt0067531,Uno spaccone chiamato Hark,16000,Calendario 1973
1973-05-11,tt0054924,Il gigante di Metropolis,2000,Calendario 1973
1973-05-15,tt0067750,Il solitario di Rio Grande,1000,Calendario 1973
1973-05-17,tt0049094,La cortigiana di Babilonia,4600,Calendario 1973
1973-05-22,tt0060923,7 pistole per El Gringo,2000,Calendario 1973
1973-05-23,tt0055627,Il leggendario X 15,1000,Calendario 1973
1973-05-25,tt0049723,Le schiave di Cartagine,,Calendario 1973
1973-05-27,tt0054422,Gli ultimi giorni di Pompei,29000,Calendario 1973
1973-05-29,tt0065511,Quattro sporchi bastardi,44000,Calendario 1973
1973-06-05,tt0054788,David e Golia,4800,Calendario 1973
1973-06-10,tt0060339,Django cacciatore di taglie,30000,Calendario 1973
1973-06-17,tt0055578,Ursus nella valle dei leoni,35000,Calendario 1973
1973-06-21,tt0063763,I vigliacchi non pregano,24000,Calendario 1973
1973-06-24,tt0144626,Il suo nome gridava vendetta,27000,Calendario 1973
1973-06-26,tt0061012,Le spie uccidono a Beirut,,Calendario 1973
1973-07-01,tt0057628,Ursus nella terra di fuoco,28000,Calendario 1973
1973-07-03,tt0061144,Gli uomini dal passo pesante,600,Calendario 1973
1973-07-05,tt0056027,Il gladiatore invincibile,2000,Calendario 1973
1973-07-12,tt0067846,Una Venere senza nome per l'ispettore Forrester,,Calendario 1973
1973-07-15,tt0056206,Maciste contro lo sceicco,29000,Calendario 1973
1973-07-17,tt0067142,Gli fumavano le Colt... lo chiamavano Camposanto,,Calendario 1973
1973-07-20,tt0065491,La tortura delle vergini,2000,Calendario 1973
1973-07-22,tt0065555,Città violenta,21500,Calendario 1973
1973-07-24,tt0059089,La calda pelle,1500,Calendario 1973
1973-07-29,tt0055115,Maciste contro il vampiro,22500,Calendario 1973
1973-07-31,tt0035438,Sparvieri di fuoco,4000,Calendario 1973
1973-08-04,tt0157936,Lola Colt,21000,Calendario 1973
1973-08-08,tt0066949,Il corsaro,5000,Calendario 1973
1973-08-09,tt0049910,I vagabondi delle stelle,2000,Calendario 1973
1973-08-12,tt0063754,"I tre che sconvolsero il West (Vado, vedo e sparo)",30000,Calendario 1973
1973-08-14,tt0065134,Gli avvoltoi hanno fame,41000,Calendario 1973
1973-08-19,tt0058605,Gli invincibili dieci gladiatori,46000,Calendario 1973
1973-08-21,tt0058185,Lo sparviero dei Caraibi,6000,Calendario 1973
1973-08-26,tt0062714,La battaglia di El Alamein,30000,Calendario 1973
1973-08-29,tt0054436,La vendetta dei barbari,5000,Calendario 1973
1973-09-02,tt0058688,Il trionfo dei dieci gladiatori,42500,Calendario 1973
1973-09-04,tt0059364,12 donne d'oro,9000,Calendario 1973
1973-09-05,tt0067411,I compari,7500,Calendario 1973
1973-09-07,tt0070841,Il tuo piacere è il mio,13000,Calendario 1973
1973-09-08,tt0069343,La tarantola dal ventre nero,30000,Calendario 1973
1973-09-11,tt0150189,Continuavano a chiamarli i due piloti più matti del mondo,9400,Calendario 1973
1973-09-13,tt0236132,Un soffio di piacere,11000,Calendario 1973
1973-09-15,tt0068026,Tempo d'amore,5000,Calendario 1973
1973-09-16,tt0041947,Tarzan e la fontana magica,42000,Calendario 1973
1973-09-18,tt0067822,Sapore di donna,3000,Calendario 1973
1973-09-19,tt0047517,Pionieri della California,4500,Calendario 1973
1973-09-21,tt0068184,Al di là dell'odio,10000,Calendario 1973
1973-09-23,tt0064737,Quel maledetto ponte sull'Elba,35500,Calendario 1973
1973-09-26,tt0235608,Batwoman - L'invincibile superdonna,15000,Calendario 1973
1973-09-28,tt0069463,La violenza: Quinto potere,6000,Calendario 1973
1973-09-30,tt0150414,2 mattacchioni al Moulin Rouge,42000,Calendario 1973
1973-10-02,tt0344192,La pelle a scacchi (Il distacco),1000,Calendario 1973
1973-10-03,tt0071926,Novelle licenziose di vergini vogliose,6000,Calendario 1973
1973-10-07,tt0065374,L'ultimo avventuriero,33000,Calendario 1973
1973-10-09,tt0057464,I tre spietati,7000,Calendario 1973
1973-10-11,tt0065556,La città degli acquanauti,5400,Calendario 1973
1973-10-12,tt0065168,La vampira nuda,10000,Calendario 1973
1973-10-14,tt0051057,Tarzan e il safari perduto,38000,Calendario 1973
1973-10-16,tt0122195,L'ultimo zar,1400,Calendario 1973
1973-10-17,tt0068409,I diamanti sono pericolosi,3000,Calendario 1973
1973-10-19,tt0068581,La femme en bleu,1600,Calendario 1973
1973-10-21,tt0065112,Topaz,35000,Calendario 1973
1973-10-23,tt0065819,La morte viene dal passato,4000,Calendario 1973
1973-10-24,tt0068484,Il diavolo nel cervello,2500,Calendario 1973
1973-10-28,tt0061541,"Ringo, il volto della vendetta",42000,Calendario 1973
1973-10-30,tt0055717,Una vergine per il bandito,4500,Calendario 1973
1973-10-31,tt0064670,Peccatrici di provincia,8000,Calendario 1973
1973-11-01,tt0066090,I cospiratori,15000,Calendario 1973
1973-11-06,tt0068931,Professione: assassino,6000,Calendario 1973
1973-11-07,tt0060068,7 pistole per un massacro,3000,Calendario 1973
1973-11-09,tt0061448,Carmen Baby,7000,Calendario 1973
1973-11-11,tt0122597,Maciste contro Ercole nella valle dei guai,55000,Calendario 1973
1973-11-12,tt0153554,Violentata sulla sabbia,4000,Calendario 1973
1973-11-20,tt0139288,L'orgia del vampiro,5000,Calendario 1973
1973-11-21,tt0059152,Erik il vichingo,1000,Calendario 1973
1973-11-23,tt0230639,La ragazza di Pigalle,5000,Calendario 1973
1973-11-25,tt0066819,La notte brava del soldato Jonathan,36000,Calendario 1973
1973-11-27,tt0074195,Le amanti proibite del Dr. Sex,5000,Calendario 1973
1973-11-30,tt0069336,L'isola delle salamandre,7000,Calendario 1973
1973-12-02,tt0045220,La furia di Tarzan,34000,Calendario 1973
1973-12-04,tt0059844,Resa dei conti per un pezzo da 90,4000,Calendario 1973
1973-12-06,tt0065063,Prendi i soldi e scappa,3000,Calendario 1973
1973-12-08,tt0067750,Il solitario di Rio Grande,42000,Calendario 1973
1973-12-09,tt0150411,Due bianchi nell'Africa nera,33000,Calendario 1973
1973-12-12,tt0070055,Le favolose notti d'oriente,2000,Calendario 1973
1973-12-13,tt0069920,I corpi presentano tracce di violenza carnale,4000,Calendario 1973
1973-12-14,tt0067052,Champagne per due dopo il funerale,5000,Calendario 1973
